,Step,Time,Temp,Press,PotEng,KinEng,E_bond,TotEng,E_pair,Ecouple,Lx,Ly,Lz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz,CPU,CPULeft,v_shear,c_pxx_polymer[1],c_pxx_polymer[2],c_pxx_polymer[3],c_pxx_polymer[4],c_pxx_polymer[5],c_pxx_polymer[6],v_pxx,v_pyy,v_pzz,v_pxy,v_pxz,v_pyz,c_pe_polymer,c_ke_polymer,c_ke_total,c_pe_total,f_npt,Time_shift,v_shear_shift,v_temp_avg,c_temp_polymer
32,660000,660,0.9976106,0.0022097329999999997,16.630656,1.4964013,21.105213,18.127057,-4.4745577,1975.6555,48.513385,48.513385,48.513385,0.060792194,0.0020190182,-0.056182012999999996,0.023688647,-0.019659799999999998,0.0023049248999999997,1405.057,7110.44,-0.0004393144889078622,23.381,-512.377,155.138,-500.67,-377.44199999999995,26.3037,0.00022810731707317074,-0.004998799999999999,0.0015135414634146341,-0.0048845853658536584,-0.0036823609756097557,0.00025662146341463415,1705050.0,153725,153725,1705050.0,1226.25,650.0,-0.0005323922116187178,0.9998373983739837,0.9998373983739837
33,680000,680,0.99915011,0.029438826,16.633714,1.4987105,21.107846,18.132424,-4.474132099999999,1430.0565,48.510174,48.510174,48.510174,-0.036631298,0.091517716,0.033430061000000004,0.0024457786,0.039310467,-0.042994563,1447.5392,7067.3972,-0.0005054733306620794,-473.577,109.76700000000001,376.464,253.033,189.734,-237.625,-0.004620263414634146,0.0010708975609756098,0.0036728195121951217,0.0024686146341463414,0.0018510634146341465,-0.0023182926829268292,1705090.0,153774,153774,1705090.0,1134.21,670.0,-0.000598551053372935,1.0001560975609756,1.0001560975609756
34,700000,700,0.9971713,0.051240242000000005,16.639466,1.4957424,21.111325,18.135209,-4.4718591,1153.0466,48.508401,48.508401,48.508401,0.042552624000000004,0.10397081,0.007197291800000001,0.019842323000000002,-0.039537651,-0.040258769,1489.8107,7023.3932,-0.0005420038901233743,363.19300000000004,-134.81799999999998,17.4282,145.243,261.91700000000003,-105.90799999999999,0.003543346341463415,-0.0013152975609756095,0.00017003121951219514,0.0014170048780487805,0.002555287804878049,-0.0010332487804878047,1705360.0,153922,153922,1705360.0,722.046,690.0,-0.0006350816128342299,1.0011186991869918,1.0011186991869918
35,720000,720,0.99704562,-0.020039781,16.627194,1.4955538000000002,21.108618,18.122748,-4.481424099999999,2432.7624,48.493821000000004,48.493821000000004,48.493821000000004,0.013701905,-0.036152947000000005,-0.0376683,-0.014293848999999999,0.044179167000000005,-0.06775748200000001,1532.381,6980.8468,-0.0008424074755410251,-360.28,113.389,50.8584,-96.7485,157.15200000000002,115.33,-0.0035149268292682923,0.0011062341463414635,0.000496179512195122,-0.0009438878048780489,0.001533190243902439,0.0011251707317073171,1705110.0,153704,153704,1705110.0,1196.46,710.0,-0.0009354851982518806,0.9997008130081301,0.9997008130081301
36,740000,740,1.00055,-0.061264673,16.634815,1.5008103000000002,21.105193,18.135626000000002,-4.4703776,1103.2399,48.517284000000004,48.517284000000004,48.517284000000004,-0.06522405099999999,-0.058512573,-0.060057397,-0.045724102,-0.024439439,0.0061133251,1574.8184,6937.7135,-0.00035898022419283894,203.57,127.052,-219.87900000000002,-371.006,403.838,261.256,0.001986048780487805,0.0012395317073170733,-0.0021451609756097563,-0.0036195707317073166,0.003939882926829268,0.0025488390243902435,1704650.0,153535,153535,1704650.0,1822.96,730.0,-0.0004520579469036945,0.9986016260162602,0.9986016260162602
37,760000,760,0.99985874,-0.00042581566,16.631938,1.4997735,21.106304,18.131712,-4.4743652,1506.614,48.514416,48.514416,48.514416,0.025137503999999998,-0.016831433,-0.0095835175,0.020779925,0.038954567999999995,-0.016312181999999998,1617.4418,6895.4098,-0.00041807195827926356,39.1321,-334.51,404.088,-277.43,-271.03,-197.233,0.0003817765853658537,-0.0032635121951219512,0.003942321951219512,-0.0027066341463414635,-0.0026441951219512193,-0.0019242243902439025,1704850.0,153643,153643,1704850.0,1516.57,750.0,-0.0005111496809901191,0.9993040650406505,0.9993040650406505
38,780000,780,0.99840127,0.021795511,16.645896,1.4975873,21.106199,18.143483,-4.4603025999999995,295.52071,48.543108000000004,48.543108000000004,48.543108000000004,-0.0092157622,0.021732618999999998,0.052869676,0.031742011,-0.045032769,-0.016312049,1660.0479,6853.0181,0.00017309262833308791,236.81400000000002,-266.536,-70.8963,167.74400000000003,-86.1111,-208.028,0.0023103804878048784,-0.002600351219512195,-0.0006916712195121951,0.001636526829268293,-0.0008401082926829267,-0.002029541463414634,1705280.0,153910,153910,1705280.0,818.315,770.0,8.001490562223235e-05,1.0010406504065041,1.0010406504065041
39,800000,800,1.0018156999999999,0.015807066,16.628909,1.5027089,21.101892000000003,18.131618,-4.4729834,1514.4831,48.513028999999996,48.513028999999996,48.513028999999996,-0.024711682999999998,-0.0056966156000000006,0.077829496,-0.005245686899999999,0.0048887834,-0.014915237,1702.6046,6810.4185,-0.0004466494461376149,79.8084,664.7489999999999,-472.88800000000003,-325.246,-102.25399999999999,77.0199,0.0007786185365853659,0.006485356097560974,-0.0046135414634146344,-0.003173131707317073,-0.0009976,0.0007514136585365854,1705190.0,153682,153682,1705190.0,1126.72,790.0,-0.0005397271688484704,0.9995577235772358,0.9995577235772358
40,820000,820,1.0010861,0.01064014,16.632017,1.5016146000000001,21.106776999999997,18.133631,-4.474760400000001,1315.4464,48.511722,48.511722,48.511722,-0.061081357999999995,0.036126665,0.056875113,-0.012551053999999999,0.043491805,0.0094908097,1745.2957,6768.3418,-0.0004735786290004487,127.34,108.27600000000001,-272.14,368.139,-41.3379,-218.96,0.0012423414634146342,0.0010563512195121952,-0.0026550243902439025,0.0035916,-0.00040329658536585364,-0.0021361951219512195,1705250.0,153874,153874,1705250.0,887.677,810.0,-0.0005666563517113042,1.0008065040650407,1.0008065040650407
41,840000,840,1.0057929,0.03987258,16.632589000000003,1.5086746000000002,21.105937,18.141263000000002,-4.4733479,540.79714,48.510141,48.510141,48.510141,0.058535986,0.050527933,0.01055382,0.010578266000000001,-0.0032283369,0.012309994,1788.2252,6727.1329,-0.0005061532564727359,-134.356,445.63300000000004,-320.444,-221.495,-335.12800000000004,13.8826,-0.0013107902439024389,0.0043476390243902445,-0.0031262829268292685,-0.0021609268292682926,-0.0032695414634146347,0.00013544,1705080.0,153715,153715,1705080.0,1223.34,830.0,-0.0005992309791835915,0.9997723577235773,0.9997723577235773
42,860000,860,0.9972181,-0.046304690999999995,16.626748000000003,1.4958126,21.103342,18.12256,-4.4765943,2452.7583,48.511994,48.511994,48.511994,-0.01575301,-0.10133813,-0.021822928999999998,-0.049787862,0.04200301,0.0034854714,1831.3267,6686.4719,-0.00046797439201592354,254.123,-486.18699999999995,-30.5869,-113.09100000000001,-594.969,-113.46700000000001,0.002479248780487805,-0.0047432878048780484,-0.00029840878048780487,-0.0011033268292682927,-0.005804575609756098,-0.0011069951219512197,1704930.0,153692,153692,1704930.0,1398.19,850.0,-0.0005610521147267791,0.9996227642276422,0.9996227642276422
43,880000,880,1.0009455,0.024073908999999998,16.630836,1.5014036,21.107926000000003,18.13224,-4.4770899,1454.9474,48.496935,48.496935,48.496935,0.018527605,0.076677642,-0.022983521,-0.038505441,0.0077643149,-0.040165253,1874.0551,6644.3773,-0.0007782472035938491,94.4461,63.4967,235.42700000000002,-191.482,-198.174,239.955,0.0009214253658536586,0.0006194799999999999,0.0022968487804878052,-0.0018681170731707317,-0.0019334048780487805,0.0023410243902439024,1704820.0,153599,153599,1704820.0,1598.41,870.0,-0.0008713249263047046,0.9990178861788618,0.9990178861788618
44,900000,900,1.002394,-0.039813136,16.638301000000002,1.5035763,21.105944,18.141878,-4.4676428,472.23612,48.526568,48.526568,48.526568,-0.054009136,-0.043822709,-0.021607564,0.036958494,-0.020786146999999998,-0.036774684,1916.8164,6602.3676,-0.00016769442947291093,-110.242,-433.287,325.232,-22.218000000000004,-513.112,-172.71400000000003,-0.0010755317073170732,-0.004227190243902439,0.0031729951219512196,-0.00021676097560975613,-0.0050059707317073165,-0.0016850146341463416,1705090.0,153826,153826,1705090.0,1097.97,890.0,-0.0002607721521837665,1.0004943089430895,1.0004943089430895
