,Time_Binned,Step,Time,Temp,Press,PotEng,KinEng,E_bond,TotEng,E_pair,Ecouple,Lx,Ly,Lz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz,CPU,CPULeft,v_shear,c_pxx_polymer[1],c_pxx_polymer[2],c_pxx_polymer[3],c_pxx_polymer[4],c_pxx_polymer[5],c_pxx_polymer[6],c_pxx_filler[1],c_pxx_filler[2],c_pxx_filler[3],c_pxx_filler[4],c_pxx_filler[5],c_pxx_filler[6],v_pxx,v_pyy,v_pzz,v_pxy,v_pxz,v_pyz,c_pe_polymer,c_ke_polymer,c_pe_filler,c_ke_filler,c_ke_total,c_pe_total,f_npt,Time_shift,v_shear_shift,v_temp_avg,c_temp_polymer,c_temp_filler
10,"[4058.485, 4462.333)",4260000.0,4260.0,1.0007154866666668,-0.007469242,11.07040542857143,1.501063504761905,14.553863523809525,12.571468857142857,-3.483457952380953,29895.12119047619,64.76307957142858,48.50827057142857,48.50827057142857,-0.030969112147619052,0.01399526663809524,-0.005433880952380952,0.006703288,-0.01216199985714286,-0.00864448685714286,23978.29685714286,201166.65380952382,0.21300000665710878,3881.0823809523813,-32.98210952380952,-96.12092857142856,-228.18152857142857,-176.82892380952384,63.13635714285715,4467.802857142857,86.18190000000001,21.974880952380936,251.40854761904762,-378.24039238095236,185.14660000000003,0.054231148022703714,0.0003455653814627506,-0.00048162421317991333,0.00015087378400532037,-0.0036055168313769157,0.001612750614763606,1689745.238095238,153761.7619047619,14442.342857142858,77159.7238095238,230921.48571428572,1704187.5809523808,30095.81428571429,4250.0,0.212500005083805,0.9999847817009233,1.0000765001935736,0.9998020577845652
11,"[4462.333, 4866.182)",4670000.0,4670.0,0.9996278714999999,-0.019015151199999997,11.06965615,1.4994320599999997,14.552491100000003,12.569088249999998,-3.48283482,32996.263249999996,65.8575915,48.10626434999999,48.10626434999999,-0.06348559425000001,-0.00649769743,0.012937838404999995,-0.0003970716650000004,-0.006703477400000002,0.015252682614999999,26327.383400000002,199172.62949999998,0.23350000427039622,5163.8195000000005,468.94226500000013,130.45927849999998,-69.62431149999999,-148.348695,135.86038999999994,5031.9295,22.120720000000006,-662.8669400000001,297.25127,196.03172500000002,-11.356794999999991,0.06622766482624227,0.0031897563169860344,-0.0034583154368301393,0.0014785771906463136,0.00030973062682689186,0.0008087274764533936,1689834.5,153693.55,14497.189999999999,77205.43500000001,230898.98500000002,1704331.6900000002,32710.26,4660.0,0.23300000269709242,0.9998873443758794,0.9996328455284553,1.0003943634596697
12,"[4866.182, 5270.03)",5070000.0,5070.0,0.9994595055000002,-0.032376577489999996,11.07064435,1.4991795199999998,14.553488750000003,12.569823849999999,-3.48284442,35523.99765,66.92540815,47.72224425,47.72224425,-0.10438332275,0.00012566505499999882,0.007127927280000003,-0.007173858384999998,0.03168074325,-0.01803186604,28628.96935,197238.54499999998,0.2535000044576942,5271.957500000001,538.541345,188.25544100000002,-103.19252999999999,-267.34905,54.580843849999994,4715.646500000001,-186.25131500000003,-558.1813500000001,333.12263149999995,-290.8055949999999,230.1167459,0.06487563494641117,0.0022883405651185447,-0.0024028964533939585,0.0014935375219227022,-0.0036255579408898996,0.0018492860652809355,1689885.5,153720.9,14473.59,77171.15,230892.04999999996,1704359.0900000003,35332.329999999994,5060.0,0.25300000288439045,0.999857312980405,0.9998107317073168,0.9999501133786847
13,"[5270.03, 5673.879)",5470000.0,5470.0,1.0001218880000002,-0.0175436728435,11.07328315,1.5001730950000003,14.553822299999998,12.573456249999996,-3.480539195000001,37561.36555,67.99322485,47.35071005000001,47.35071005000001,-0.057260771870000005,-0.0013138389799999962,0.005943591585,0.0026980544000000006,0.00752870683,-0.0017577722530000006,30922.157549999996,195198.2095,0.27350000558148263,5131.623,327.232445,20.166204695000044,-254.28859999999995,-101.77320000000002,67.613865,4721.1804999999995,-167.358,-197.38313999999997,-36.167581,-316.39189,-71.01732499999999,0.06400002273465412,0.0010384829165313414,-0.0011511330646638517,-0.00188669165962975,-0.0027162396232543033,-2.2107567392010143e-05,1690097.0,153857.95,14461.230000000001,77121.0,230978.95,1704558.2299999997,37643.84000000001,5460.0,0.2730000040081788,1.0002336256360291,1.000702113821138,0.9993002915451894
14,"[5673.879, 6077.727)",5870000.0,5870.0,1.00061275,-0.023416404995,11.07320775,1.50090937,14.553093950000001,12.574117050000002,-3.4798862799999997,40011.9357,69.06104150000002,46.99053055,46.99053055,-0.08497234024999999,0.0035792533499999996,0.011143870944999999,0.009238001455000002,-0.007883183365,-0.002887113929999999,33221.2982,193156.972,0.2935000057687807,5755.1135,828.1052415,419.82942,-162.8581,46.24790499999999,79.38765500000001,4633.6320000000005,-522.65634,-764.9867999999999,-180.74060499999996,-171.63288,-161.38160499999995,0.06748129587528419,0.001984078606690484,-0.0022420096135108802,-0.0022318850600844434,-0.0008144525820071452,-0.0005326011692107829,1690260.0,153849.8,14446.654999999999,77088.22,230938.02000000002,1704706.6549999998,40088.40499999999,5860.0,0.293000004195477,1.000056381942189,1.0006491056910571,0.9988755425979916
15,"[6077.727, 6481.576)",6280000.0,6280.0,1.0003936157142856,-0.04322382114285714,11.072690285714284,1.5005806666666668,14.55396538095238,12.573270904761907,-3.481275166666667,42732.839380952384,70.15555357142857,46.619101619047626,46.619101619047626,-0.09694712636000002,-0.014166332909523809,-0.01855800433333333,0.017028660299999998,0.008442047261904765,-0.020831295296666667,35624.041190476186,191276.6623809524,0.31400000605775497,6463.665714285715,1332.0002857142856,530.7188333333334,-65.87124666666666,-33.54106,79.99981047619048,4425.222857142859,-717.7386666666667,-1185.5493333333332,338.55156666666664,-380.63069047619047,164.92373809523806,0.07073003294204984,0.003990007268903013,-0.004253527119194543,0.001771226502111075,-0.002690300425308155,0.0015909291885120404,1690179.5238095238,153777.14285714287,14506.466666666665,77167.66666666666,230944.80952380953,1704685.9904761903,42694.55238095237,6270.0,0.3135000044844511,1.0000857833660692,1.0001765389082462,0.9999049778641614
16,"[6481.576, 6885.424)",6690000.0,6690.0,1.000083716,-0.031182675450000003,11.073021850000002,1.5001158249999997,14.553443399999997,12.5731376,-3.4804215400000005,45309.880249999995,71.2500657,46.25988925,46.25988925,-0.06157231748749999,-0.004520788249999999,-0.027454920719500002,-0.0152278675608,0.013985214305999999,0.021175668574999997,38073.54215000001,189567.23249999998,0.33450000741700386,6288.102499999999,874.6011999999998,557.5824519999999,-145.66808999999998,-240.110795,22.68263999999999,5025.7480000000005,-523.8525080000001,-914.81015,478.2240500000001,-28.828280000000014,-235.23953,0.07349042221500487,0.0022783286261773305,-0.0023204137577135437,0.0021601556349464114,-0.001746924813251056,-0.0013806878207210133,1690377.5,153884.15,14393.015,77051.655,230935.805,1704770.5150000001,45175.62000000001,6680.0,0.3340000058437,1.0000467900833603,1.0008725203252034,0.9984017492711368
17,"[6885.424, 7289.273)",7090000.0,7090.0,0.9996046174999998,-0.04818307805000001,11.07269095,1.4993971700000002,14.55357205,12.57208815,-3.480881115,47934.27690000001,72.31788229999998,45.916351299999995,45.916351299999995,-0.087184929055,-0.019106547395,-0.03825775895,-0.007630903269999996,0.011714947580000001,0.005759483570000004,40485.150100000006,187918.306,0.3545000066678114,6883.263499999999,597.166575,536.9261650000001,-14.245520000000003,-93.01940999999998,-114.45004000000003,5383.567,-381.8641150000001,-785.904115,247.16270500000002,-9.692234999999988,-54.77868500000002,0.07968061383566093,0.0013985219876583306,-0.0016172650211107506,0.0015129404676843129,-0.000667175349139331,-0.001099244722312439,1690166.5,153773.0,14520.380000000001,77158.34,230931.34,1704686.8799999997,47727.384999999995,7080.0,0.35400000509450763,1.0000274548013424,1.000149593495935,0.999784126984127
18,"[7289.273, 7693.121)",7490000.0,7490.0,0.9999142964999999,0.0003178085949999996,11.07321885,1.4998616950000003,14.55365935,12.5730805,-3.480440364999999,50222.537099999994,73.38569894999999,45.582387149999995,45.582387149999995,-0.046971809735,0.013796779485000002,0.0341284566675,0.004977931419999998,-0.0008086302049999997,0.03018114433,42904.25125,186220.8205,0.37450000685510965,6925.136,618.7514360000001,882.0194099999999,117.24164,173.4369975,-201.56477250000006,5471.392000000002,-554.411695,-954.186435,275.47494500000005,-11.195269999999988,104.48460249999997,0.08052307892172784,0.00041792621630399517,-0.0004687692432607988,0.0025509359207534915,0.0010538598733354988,-0.0006305954530691783,1690311.0,153871.6,14360.715000000002,77046.28,230917.88000000003,1704671.7149999999,50197.68500000001,7480.0,0.3740000052818058,0.9999691674786189,1.0007908943089432,0.9983321023647557
19,"[7693.121, 8096.97)",7890000.0,7890.0,1.000164053,-0.010290232899999998,11.0736782,1.5002363449999998,14.553209849999998,12.573914649999999,-3.47953153,52499.1044,74.45351550000001,45.260508299999984,45.260508299999984,-0.06497909818000003,0.026676405470000004,0.007431994804999999,0.014135486505,0.020357963975000004,-0.033435963634999996,45293.2105,184329.96999999997,0.39450000516942696,7195.350000000001,1094.9767499999996,920.012445,-48.3692045,-2.2260149999999994,56.16980500000001,5430.084,-1089.21695,-967.9867700000001,424.37087500000007,-393.8093600000001,298.049875,0.08200996427411497,3.7413445924001096e-05,-0.0003116227671321857,0.002442362263721988,-0.0025724935043845406,0.002300874829490094,1690575.0,153977.0,14322.135,76964.85500000001,230941.85499999998,1704897.1350000002,52353.23000000001,7880.0,0.39400000359612314,1.000072989065714,1.0014764227642274,0.9972770327178491
20,"[8096.97, 8500.818)",8300000.0,8300.0,0.9997015233333334,-0.024806585133333343,11.074297619047618,1.499542552380952,14.553470380952382,12.573840238095237,-3.479172704761905,54950.64942857142,75.54802757142858,44.93325190476191,44.93325190476191,-0.08696073061904762,0.0074723329000000015,0.005068642485714291,-0.010219574785714286,0.003406505514285714,-0.00742055098809524,47625.76699999999,181896.36095238096,0.41500000545840104,8072.136666666666,1343.275580952381,1347.7859523809523,-100.82326190476194,-72.3616304761905,-78.69294095238095,5446.481428571429,-889.4017142857142,-1808.603857142857,324.9036128571429,-155.8160857142857,-163.9906180952381,0.08781174469138094,0.00294819010501245,-0.002993295906215685,0.0014555397918309906,-0.001482154700815045,-0.0015763790779319195,1690563.8095238095,153904.57142857142,14364.828571428576,77034.50476190475,230939.07619047622,1704928.6380952385,54766.49047619047,8290.0,0.41450000388509717,1.0000609556803124,1.001005342624855,0.9981795239637806
21,"[8500.818, 8904.667)",8710000.0,8710.0,1.0003648225000001,-0.056125220479999995,11.075045999999999,1.500537495,14.554064250000001,12.575583550000001,-3.4790182950000004,57092.84409999999,76.6425397,44.61367840000001,44.61367840000001,-0.12374458748500002,-0.00015540826000000064,-0.04447566383,0.007744578612349999,-0.009841112406999999,-0.0038569934349999987,49941.156599999995,179411.4415,0.43550000681764994,8263.9405,1287.4585999999997,1452.3797,-79.54667500000002,-23.003443500000007,182.25831,5413.179,-1774.3114999999998,-985.4733,692.04865,-151.91994250000002,-32.74583500000003,0.08884130886651512,-0.003162409223773953,0.003032844430009743,0.003978577297823969,-0.00113623505034102,0.0009711755440077946,1690492.0,153843.65,14431.319999999998,77067.74999999999,230911.4,1704923.3200000003,57210.025,8700.0,0.43500000524434634,0.999941106419833,1.0006091056910569,0.9986103012633626
22,"[8904.667, 9308.515)",9110000.0,9110.0,0.9998199449999999,-0.042038064985,11.076040899999999,1.4997201750000002,14.554231299999998,12.575761000000004,-3.47819042,59385.43370000001,77.71035629999999,44.30786234999999,44.30786234999999,-0.08160599207500001,-0.008792272100000002,-0.03571593277500001,0.0081999720515,0.015550660485000001,0.011131613112500004,52111.369849999995,176700.1045,0.4555000060684577,8325.8235,1644.0930500000002,1433.70455,157.52584000000002,66.32823000000002,109.56313,5076.592000000001,-1647.8852000000002,-1454.7502999999997,268.50732,-499.0413649999999,-101.13533,0.08705693731731082,-2.4632348164988807e-05,-0.0001367050990581358,0.0027673475803832413,-0.0028107381292627473,5.474374797012028e-05,1690659.0,153906.7,14411.065000000002,77024.975,230931.67499999996,1705070.0650000002,59364.315,9100.0,0.45500000449515393,1.0000289054887952,1.0010191869918699,0.9980560414642046
23,"[9308.515, 9712.364)",9510000.0,9510.0,0.9994468344999999,-0.030836406655000002,11.074688599999998,1.49916052,14.555016349999999,12.573849150000001,-3.4803278799999995,61963.13105,78.77817300000001,43.99930689999999,43.99930689999999,-0.067058573805,-0.010641450109999997,-0.01480919486,-0.01723173035,-0.0008729263450000021,0.00852257177,54271.225,174000.8875,0.47550000719224617,8472.315000000002,1430.3553,1629.2839499999998,-139.22887,98.08743999999999,254.2291115,5165.872,-1232.8318299999999,-1841.1419999999998,361.29987900000003,-590.0325499999999,182.04885000000004,0.08858841831763559,0.0012830365053588825,-0.001376148424813251,0.001442487879181552,-0.003195486261773303,0.002833893871386815,1690362.5,153727.55,14547.159999999998,77233.97,230961.51999999996,1704909.6600000001,61779.355,9500.0,0.4750000056189423,1.0001581465843887,0.9998539837398374,1.000764107547781
24,"[9712.364, 10116.212)",9910000.0,9910.0,0.9993283349999998,-0.005607402234999999,11.075422099999999,1.4989827550000003,14.553564599999998,12.574404749999998,-3.478142565,64144.43899999999,79.84598969999999,43.712159549999996,43.712159549999996,-0.07560912155000002,0.040540743628500006,0.018246171325000005,-0.012002928025,-4.196384999974323e-07,0.006906572196500001,56421.623,171316.224,0.49550000831603463,9323.342999999999,1803.8899000000001,1691.1770000000004,-188.19506999999993,-81.67855,270.3288800000001,5255.9400000000005,-1318.3265,-2231.2670000000003,571.7830999999999,-168.40241,-32.52762499999999,0.09470141604417018,0.0031540331276388436,-0.00350821695355635,0.0024916403377720038,-0.001624429749918805,0.0015446655082819096,1690667.0,153850.65,14411.4,77045.45499999999,230896.10500000004,1705078.4000000004,63943.0,9900.0,0.49500000674273076,0.9998748727941973,1.0006546341463411,0.9983214123744736
25,"[10116.212, 10520.061)",10320000.0,10320.0,1.0000005280952378,-0.042689569704761905,11.076167095238095,1.4999910476190474,14.553524142857142,12.576158047619046,-3.477357019047619,66173.35880952382,80.9405017142857,43.419182523809525,43.419182523809525,-0.09088768560952383,-0.018089354009523804,-0.019091667952380948,-0.008102213233333334,0.009496731090476187,0.009827433319523812,58622.183238095226,168597.23952380952,0.516000007534734,9737.182857142858,1896.4673333333328,1814.0528571428574,64.47820476190475,-35.10869476190477,55.399239047619055,5123.1785714285725,-1304.2798095238095,-2412.255428571429,199.4523142857143,-310.9712238095238,-379.48270476190487,0.09652719343014893,0.003846622434618537,-0.003885693870922841,0.0017143911597766748,-0.0022480020693174964,-0.002105121570083051,1690769.0476190476,153893.95238095237,14410.204761904764,77021.07142857143,230915.02380952382,1705179.2523809522,66122.89523809524,10310.0,0.5155000059614304,0.9999567990019438,1.000936275648471,0.9980054606876766
26,"[10520.061, 10923.909)",10730000.0,10730.0,1.000219743,-0.0100557649,11.075634000000003,1.5003198849999997,14.553015049999999,12.5759539,-3.47738109,68465.4393,82.03501374999999,43.1250727,43.1250727,-0.095295647065,0.051567556049999984,0.013560794520000002,-0.016792736745,0.006953467044999997,0.007215310295000002,60822.97095,165918.34550000002,0.5365000071547865,9492.640000000001,1733.0454999999997,1843.0750000000003,-73.518416,25.655015000000002,45.248275,4558.885,-1816.3735500000003,-1762.03975,467.62419560000006,-330.53131500000006,-288.12812,0.0912733030204612,-0.0005412669697953882,0.0005263738226696977,0.0025599595946735956,-0.0019803592075349134,-0.001577654075998701,1690629.0,153864.3,14448.589999999997,77055.33,230919.62999999998,1705077.5900000003,68482.79000000001,10720.0,0.5360000055814828,0.9999767456966546,1.000743414634146,0.9984493683187562
27,"[10923.909, 11327.758)",11130000.0,11130.0,1.000029158,-0.06225936090499999,11.0745569,1.50003399,14.5537138,12.574590999999998,-3.4791569149999995,70847.16184999999,83.1028303,42.8440355,42.8440355,-0.11878480970000005,-0.038962111070000006,-0.029031160854999995,0.012818714,-0.0036764370449999992,-0.016861433439499997,62968.26570000001,163333.97500000003,0.5565000054691038,10082.945499999998,1723.0359999999996,2016.2374999999997,-229.780009,-23.392934999999987,109.05543,4625.0595,-1196.560765,-2571.3195,403.26407000000006,12.377045000000004,-8.454814999999973,0.09553754465735628,0.0034197806755440078,-0.003605599220526145,0.0011268857486196819,-7.155498538486522e-05,0.0006534629100357259,1690320.0,153620.0,14598.365000000002,77255.205,230875.205,1704918.3649999998,70858.44499999998,11120.0,0.5560000038958001,0.999784367218794,0.9991544715447155,1.0010392614188532
28,"[11327.758, 11731.606)",11530000.0,11530.0,1.0008357664999996,-0.016483199349999998,11.077354199999998,1.5012439,14.554233849999997,12.578597900000002,-3.4768796199999996,72383.78505,84.170647,42.58027015,42.58027015,-0.08019896370964,0.008756098444999997,0.021993267245000003,0.003833114850000001,0.0031982965599999997,0.004986589124999997,65131.76609999999,160824.91449999996,0.5765000065928924,10059.0185,1905.09545,2109.56675,-206.17835499999995,0.9376149999999995,-82.50497684999999,4832.278,-1665.7286,-2384.7025000000003,369.4112300000001,101.24607499999999,252.74414499999995,0.09672813575836312,0.0015548350113673266,-0.0017871760311789545,0.0010602979863592072,0.0006637459564793767,0.0011058081724585904,1690762.5,153877.8,14546.495,77129.3,231007.1,1705308.9949999999,72488.65,11520.0,0.5760000050195886,1.0003555266861537,1.000831219512195,0.9994078393262067
29,"[11731.606, 12135.455)",11930000.0,11930.0,0.9994379239999999,-0.024147746614999997,11.076560800000001,1.499147155,14.5542932,12.575707999999999,-3.4777322850000005,74968.06240000001,85.23846369999998,42.308685200000006,42.308685200000006,-0.098834898415,0.0028916383075000027,0.023500018540000004,0.008380949510000001,-0.007252560854999998,0.0030744112350000003,67311.23895,158376.80599999998,0.5965000077166807,10961.168,2472.3025000000002,2187.0355,-282.66205400000007,-193.22970500000002,33.35591750000001,5502.616999999999,-2374.8755,-2295.9219999999996,254.531625,-24.551765,33.47001900000006,0.10694241636895094,0.0006328483273790191,-0.0007072848327379022,-0.00018272444949658974,-0.001414624683338746,0.0004340755862292952,1690759.5,153813.95,14502.3,77116.92499999999,230930.875,1705261.8,74752.29,11920.0,0.5960000061433768,1.00002544116055,1.0004159349593496,0.9992474894719793
