,Step,Time,Temp,Press,PotEng,KinEng,E_bond,TotEng,E_pair,Ecouple,Lx,Ly,Lz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz,CPU,CPULeft,v_shear,c_pxx_polymer[1],c_pxx_polymer[2],c_pxx_polymer[3],c_pxx_polymer[4],c_pxx_polymer[5],c_pxx_polymer[6],c_pxx_filler[1],c_pxx_filler[2],c_pxx_filler[3],c_pxx_filler[4],c_pxx_filler[5],c_pxx_filler[6],v_pxx,v_pyy,v_pzz,v_pxy,v_pxz,v_pyz,c_pe_polymer,c_ke_polymer,c_pe_filler,c_ke_filler,c_ke_total,c_pe_total,f_npt,Time_shift,v_shear_shift,v_temp_avg,c_temp_polymer,c_temp_filler
10,220000,220,0.99713837,0.07163235700000001,11.06329,1.4956978,14.552489999999999,12.558988000000001,-3.4892001000000006,864.2412400000001,53.393165,53.393165,53.393165,0.1163673,-0.016623517,0.11515328,-0.063402746,0.041345313,0.00032034150000000004,1630.661,28017.721,4.3696640651849106e-05,-1624.37,-1311.41,-1162.66,69.2573,-299.518,528.221,1575.36,1121.52,1667.74,611.4019999999999,-486.30199999999996,784.903,-0.00031835011367327046,-0.0012334524196167594,0.0032808054563169854,0.00442130107177655,-0.005104384540435206,0.00852954855472556,1689340.0,153818,14110.3,76929.5,230747.5,1703450.3,127.77,210.0,8.262654532155154e-05,0.9992313521706181,1.0004422764227643,0.9968189180434078
11,240000,240,0.99900789,0.060763567000000004,11.063603,1.4985021,14.555025,12.562105,-3.491422,377.53137999999996,53.385146,53.385146,53.385146,0.12821773,0.045942683,0.008130285,0.02770513,-0.071932346,-0.022535952,1781.9205,27916.754,-0.000106497684845915,-1426.91,-1999.36,-1845.34,-490.834,139.47899999999998,-97.0096,1379.44,1379.76,2144.68,363.73400000000004,-529.752,37.3956,-0.0003083468658655409,-0.0040246833387463455,0.0019443975316661248,-0.0008255927249106851,-0.0025350633322507306,-0.00038722962000649564,1688930.0,153740,14381.7,77255.3,230995.3,1703311.7,7.0142,230.0,-6.756778017621257e-05,1.0003044278445383,0.9999349593495934,1.0010404923874312
12,260000,260,1.0010572,-0.08649950699999999,11.062308999999999,1.5015761,14.556384,12.563885,-3.4940743999999997,109.33473000000001,53.374993,53.374993,53.374993,-0.051224103,-0.16601195,-0.042262466,0.044533166,-0.0029189071,0.0085135204,1933.0191,27805.737,-0.00029666141932368855,-1350.99,-1884.44,-2208.96,-35.45,71.61,380.244,1611.16,2160.62,1756.03,-154.071,187.74900000000002,534.594,0.0016899642741149729,0.0017939590776226036,-0.0029420591101006824,-0.0012310555375121793,0.0016846963299772656,0.005942435855797337,1688630.0,153564,14241.4,77122.2,230686.2,1702871.4,753.623,250.0,-0.0002577315146539861,0.9989658980188374,0.998790243902439,0.999315840621963
13,280000,280,0.99645313,-0.13262655,11.068766,1.4946700000000002,14.556206,12.563436,-3.4874398999999996,173.25248,53.40195799999999,53.40195799999999,53.40195799999999,-0.1431032,-0.11405546,-0.14072099,0.003857798,0.11139128,-0.0053942052,2080.8149,27645.112,0.0002083878370728013,-2056.36,-1799.03,-1363.78,581.1519999999999,-105.1,51.0202,1715.26,1711.06,1770.3,-164.737,340.471,104.167,-0.002215654433257552,-0.0005714192919779151,0.00264059759662228,0.0027048717115946736,0.001528879506333225,0.0010080363754465737,1688980.0,153661,14493.6,77293.2,230954.2,1703473.6,-111.60799999999999,270.0,0.0002473177417425037,1.0001264479809462,0.9994211382113821,1.0015315840621961
14,300000,300,0.99717497,0.12268336,11.061301,1.4957527,14.552017999999999,12.557053,-3.4907169999999996,1145.3918,53.394197999999996,53.394197999999996,53.394197999999996,0.26168414,0.07822113,0.028144814,0.034278983,0.012081234,-0.066504952,2228.988,27490.852000000003,6.304453169038007e-05,-2374.44,-1562.4,-1000.58,9.79157,-528.236,142.145,909.087,1844.72,2248.57,-842.5880000000001,-110.588,-543.48,-0.00951836960051965,0.0018338421565443322,0.008106463137382268,-0.00540952536537837,-0.00414955505034102,-0.0026069178304644366,1688750.0,153620,14339.1,77183.0,230803.0,1703089.1,422.353,290.0,0.00010197443636008249,0.999471689942622,0.9991544715447154,1.0001036605118239
15,320000,320,0.99891562,-0.025464112,11.064696000000001,1.4983636999999999,14.557684,12.56306,-3.4929873,224.74467,53.386025,53.386025,53.386025,0.10794886,-0.10681414,-0.077527057,-0.026137981,-0.053150145,-0.07258186,2376.61,27331.015,-9.003418414606392e-05,-1302.43,-2349.01,-759.347,167.014,-191.136,377.15,895.2339999999999,944.171,2382.4,446.67400000000004,210.271,-701.207,-0.0026449886326729466,-0.009125293926599547,0.010542728158493019,0.0039862812601494,0.00012429360181877226,-0.0021049496589801886,1688550.0,153402,14407.2,77313.0,230715.0,1702957.2,634.84,310.0,-5.110427947636149e-05,0.9990906138356609,0.9977365853658536,1.0017881438289602
16,340000,340,0.99948313,-0.025626541,11.074579,1.499215,14.557357000000001,12.573794,-3.4827779999999997,-1432.0766,53.405395999999996,53.405395999999996,53.405395999999996,-0.087082986,0.042211522,-0.03200816,-0.031922088,-0.051107438,-0.038273766,2524.4570000000003,27175.037,0.0002727809148956514,-926.788,-1271.5,-382.648,535.087,-151.6,-451.07099999999997,397.038,436.05199999999996,1839.56,-519.489,126.61399999999999,-209.248,-0.0034410522897044497,-0.005426748944462489,0.009463540110425462,0.00010131860993829137,-0.00016229944787268596,-0.004289178304644365,1689160.0,153669,14480.2,77340.2,231009.2,1703640.2,-343.017,330.0,0.0003117108195653538,1.000364620547797,0.9994731707317073,1.0021405895691609
17,360000,360,1.0006221,-0.097928209,11.065209,1.5009235,14.553002,12.566133,-3.4877932,-259.97283999999996,53.397257999999994,53.397257999999994,53.397257999999994,0.05086385400000001,-0.083189097,-0.26145938,-0.010332220999999999,0.0074974047,-0.10373572,2675.1545,27048.785,0.00012035774231796202,-2055.06,-1080.22,-890.302,5.61412,145.369,-44.5618,690.279,964.677,2439.96,124.851,693.706,713.443,-0.0088650925625203,-0.000750522897044495,0.010065982461838258,0.000847451250405976,0.005450308541734329,0.004344795063332251,1689470.0,153927,14386.8,77140.1,231067.1,1703856.8,-627.331,350.0,0.00015928764698766443,1.0006153513045362,1.0011512195121952,0.9995477810171689
18,380000,380,0.99927444,-0.017748197,11.058149,1.4989019,14.548635,12.557051,-3.4904861000000005,1137.5594,53.391874,53.391874,53.391874,0.017073058999999998,-0.027706132,-0.042611518,0.027173211,-0.048626234000000004,-0.043066664000000004,2825.7627,26919.107999999997,1.9516459305322617e-05,-1625.82,-1415.84,-2066.3,369.287,197.62599999999998,-357.259,1393.26,1621.68,1980.65,-155.909,345.865,1451.23,-0.0015106203312763881,0.001337057486196818,-0.0005563494641117252,0.0013860214355310165,0.003530308541734329,0.007106014939915557,1689020.0,153743,14225.4,77124.2,230867.2,1703245.4,185.642,370.0,5.844636397502504e-05,0.9997497022842915,0.9999544715447154,0.999341755749919
19,400000,400,1.0005595999999999,-0.048362157999999995,11.066365,1.5008297,14.552821,12.567194,-3.4864566,-416.67012,53.401394999999994,53.401394999999994,53.401394999999994,-0.12824191,0.038157988,-0.055002551,0.047203074000000005,-0.0023801127,0.037104586,2976.2277,26786.049,0.00019784295550962118,-1765.94,-1662.48,-1845.44,276.881,-86.8388,-199.356,1799.68,1618.56,1969.02,-353.955,-376.772,134.674,0.0002191620656057162,-0.0002852874309840862,0.0008027281584930167,-0.000500643065930497,-0.0030114374797012016,-0.0004201493991555699,1689180.0,153733,14166.3,77003.9,230736.9,1703346.3,220.33599999999998,390.0,0.0002367728601793236,0.9991854498213706,0.999889430894309,0.9977829608033688
20,420000,420,0.995051,0.099142334,11.065503999999999,1.4925667999999999,14.552719,12.558069999999999,-3.4872157,992.5170199999999,53.400721,53.400721,53.400721,0.10874019,0.091984615,0.096702193,-0.023504197,0.0039132278,-0.0057537537,3126.4643,26649.386000000002,0.00018521906532569389,-2126.46,-478.221,-2605.63,-11.347000000000001,-119.196,-283.501,1839.43,1684.26,1835.57,-344.404,-184.021,-1104.25,-0.0018644365053588825,0.007833965573238065,-0.005002013640792466,-0.002310821695355635,-0.001969581032802858,-0.009014296849626503,1689180.0,153808,14201.3,77009.9,230817.9,1703381.3,102.235,410.0,0.0002241489699953963,0.9995362130561871,1.0003772357723577,0.9978607061872367
21,440000,440,0.99896676,-0.05881277099999999,11.063260000000001,1.4984403999999998,14.550495999999999,12.5617,-3.4872365,434.08755,53.394175,53.394175,53.394175,-0.10848518,0.032848975,-0.1008021,0.045883255,-0.066922773,0.054972234,3276.2758,26508.049,6.261374612032613e-05,-1817.64,-1042.07,-1722.58,-3.64056,31.5536,58.7812,1165.75,1843.32,1521.33,-504.01800000000003,388.116,205.81599999999997,-0.004234426761935694,0.005204611886976291,-0.0013072426112374148,-0.0032975547905164018,0.0027260123416693732,0.0017187216628775576,1689360.0,154034,14154.8,76916.2,230950.2,1703514.8,-158.15200000000002,430.0,0.00010154365079002856,1.0001091263397208,1.0018471544715446,0.9966465824425008
22,460000,460,1.0011869,-0.16777006,11.071449000000001,1.5017706,14.554242000000002,12.573219,-3.4827934000000003,-1335.0055,53.417004000000006,53.417004000000006,53.417004000000006,-0.1646295,-0.15383829999999998,-0.18484237,-0.032540525,-0.00092260246,0.11763948,3427.3759,26375.892999999996,0.0004901965191329035,-1666.31,-1459.41,-1456.62,-178.157,68.4673,246.68099999999998,1133.67,1414.22,1898.43,-492.06699999999995,392.48400000000004,-392.18199999999996,-0.003459824618382591,-0.0002935368626177334,0.0028698278661903227,-0.004353517375771354,0.0029941623903864895,-0.0009451185449821369,1689380.0,154029,14110.6,76969.7,230998.7,1703490.6,-178.051,450.0,0.0005291264238026058,1.00031915123958,1.0018146341463414,0.9973398121153223
23,480000,480,0.99991406,0.035942339,11.066541,1.4998613,14.554260999999999,12.566402,-3.4877198,-285.12685,53.395704,53.395704,53.395704,0.08047980099999999,-0.004059215,0.031406432000000005,0.063050802,0.031132003999999998,-0.017839916,3577.2651,26233.277000000002,9.12516216268363e-05,-1129.78,-899.62,-1060.69,1.72225,530.545,306.675,1401.96,1538.05,188.012,-96.8237,-658.52,-71.0393,0.001767976615784346,0.004146995777849951,-0.005668580708022086,-0.0006177424488470282,-0.0008312763884378046,0.001530598895745372,1689490.0,153941,14260.8,77014.3,230955.3,1703750.8,-395.621,470.0,0.00013018152629653873,1.0001312114322831,1.0012422764227642,0.9979177194687399
24,500000,500,0.9968296,-0.036918175,11.061719,1.4952347,14.552982,12.556954,-3.4912629999999996,1177.9985,53.39459300000001,53.39459300000001,53.39459300000001,-0.00021606682999999996,-0.11383889,0.0033004303999999997,0.037415427,0.062037523,0.067423945,3727.9040000000005,26095.327999999998,7.044280561148494e-05,-1842.55,-459.129,-911.317,-98.1465,106.78200000000001,471.551,400.43,1003.76,2020.18,-73.8237,296.743,-1000.14,-0.00936745696654758,0.003537713543358233,0.007202747645339396,-0.0011170522897044496,0.0026211432283208833,-0.003433510880155894,1689560.0,153917,14249.0,77080.7,230997.7,1703809.0,-487.57300000000004,490.0,0.00010937271028118736,1.0003148208292736,1.0010861788617886,0.9987781017168772
25,520000,520,1.0020143,0.15814253,11.064136999999999,1.5030117,14.553683,12.567149,-3.4895457999999997,-397.78328,53.398695,53.398695,53.398695,0.10659392,0.23543119999999998,0.13240248,-0.023347859,0.051724145,-0.016649672,3877.9141,25952.195,0.00014727247554412333,-1839.22,-1262.65,-1485.62,508.63599999999997,135.565,107.193,1930.57,648.982,1851.68,778.9110000000001,-325.797,-266.975,0.0005933744722312433,-0.003986151347840208,0.0023777849951282896,0.008363410198116272,-0.00123567392010393,-0.0010378824293601821,1689090.0,153676,14206.2,77074.0,230750.0,1703296.2,274.358,510.0,0.00018620238021382576,0.9992421781963842,0.9995186991869919,0.9986912860382248
26,540000,540,0.9976908000000001,-0.03324866,11.064134,1.4965264999999999,14.552739,12.560661,-3.4886044000000003,594.2362,53.403781,53.403781,53.403781,0.012915919,-0.035472369,-0.077189528,0.0078198454,-0.015584802,0.051812725999999996,4026.9715,25802.447,0.00024253227595340892,-1669.23,-609.009,-1431.89,574.457,198.11,-21.9711,1481.06,624.9159999999999,1708.28,652.663,663.67,214.183,-0.0012222799610263077,0.00010332575511529668,0.0017953231568691125,0.007970899642741149,0.005597791490743748,0.0012485345891523221,1689280.0,153771,14173.1,77004.1,230775.1,1703453.1,85.4199,530.0,0.0002814621806231113,0.9993508714950743,1.0001365853658537,0.9977855523161647
27,560000,560,1.0012603,0.063721472,11.067121,1.5018806999999998,14.557412,12.569002000000001,-3.4902903,-694.87765,53.37749300000001,53.37749300000001,53.37749300000001,0.090514283,0.036311436,0.064338695,0.045906799000000005,-0.02578736,-0.018943195,4174.6665,25644.38,-0.0002498369008369785,-2558.74,-1967.21,-1396.06,298.762,-379.473,187.208,1715.3,2330.66,1589.8,371.01300000000003,-45.633,173.331,-0.005478661903215328,0.002360831438778823,0.0012584605391360833,0.004350600844430011,-0.0027613251055537513,0.002341922702176031,1689050.0,153779,14167.9,77036.7,230815.7,1703217.9,273.952,550.0,-0.00021090699616727607,0.999526686153513,1.0001886178861787,0.9982079689018464
28,580000,580,0.99324017,-0.086122058,11.062989,1.4898506,14.55481,12.552839,-3.4918213,1786.5652,53.38255600000001,53.38255600000001,53.38255600000001,-0.11446943,0.022908729,-0.16680548,0.062746891,0.040554182,-0.043737132000000005,4322.0592,25485.246,-0.00015500788599787994,-2488.33,-748.285,-1064.39,-403.64,-210.63299999999998,350.19699999999995,1048.39,2109.85,1230.8,231.87400000000002,-440.02,-295.63,-0.009353296524845728,0.00884420266320234,0.0010809353686261763,-0.001115725885027606,-0.004226391685612212,0.0003544462487820718,1689210.0,153815,14232.6,77066.5,230881.5,1703442.6,-22.7478,570.0,-0.00011607798132817751,0.9998116271516726,1.0004227642276422,0.99859410430839
29,600000,600,0.99885564,0.0039444439000000005,11.067283,1.4982737,14.553689000000002,12.565555999999999,-3.4864061,-180.45168,53.39519,53.39519,53.39519,0.065031916,0.0006658124700000001,-0.053864397,0.026344729,0.043061005,-0.012611815,4469.519,25327.275,8.162450062593921e-05,-1157.58,-466.795,-1354.84,458.837,257.04400000000004,-295.79900000000004,1048.57,1566.26,440.55699999999996,1511.99,148.095,358.62199999999996,-0.0007080870412471581,0.0071417018512504055,-0.0059388307892172774,0.012801734329327704,0.002631627151672621,0.0004080740500162385,1689040.0,153669,14482.8,77241.2,230910.2,1703522.8,-138.141,590.0,0.00012055440529564164,0.9999359099274656,0.9994731707317073,1.0008577907353418
30,620000,620,0.99593533,0.035745743999999996,11.066949000000001,1.4938933,14.555007000000002,12.560842,-3.4880581,552.64577,53.39291600000001,53.39291600000001,53.39291600000001,-0.024784916,0.18247558,-0.050453432,-0.024044062,0.014901891,-0.068089445,4616.8755,25169.417999999998,3.9032918610645235e-05,-1811.2,-443.352,-993.2710000000001,133.236,171.23,-364.913,1156.64,1950.79,628.806,96.9178,-320.98900000000003,521.448,-0.004251770055212731,0.009791737577135435,-0.002367424488470283,0.0014949905813575835,-0.0009727768756089642,0.0010167911659629749,1689020.0,153722,14287.7,77078.2,230800.2,1703307.7,182.547,610.0,7.796282328034766e-05,0.9994595647937643,0.9998178861788617,0.9987457078069323
31,640000,640,1.0005556999999998,-0.04042368,11.059959,1.5008238999999999,14.551188,12.560782000000001,-3.4912292000000003,562.03175,53.38176899999999,53.38176899999999,53.38176899999999,-0.09479882699999999,-0.027171427,0.00069921542,-0.012156448,-0.023648903,-0.032015867,4763.959,25010.785,-0.00016974824441778145,-1165.62,-588.401,-1925.65,394.723,-252.14,135.17,1608.42,1254.26,349.906,466.69300000000004,-237.965,-88.7322,0.002876258525495292,0.004325164014290354,-0.010235427086716467,0.0055954270867164665,-0.0031835336148100034,0.0003016420915881779,1689190.0,153722,14245.5,77039.1,230761.1,1703435.5,98.0242,630.0,-0.00013081833974807903,0.999290245750785,0.9998178861788617,0.9982390670553937
32,660000,660,1.0034325000000002,0.048564965,11.073008,1.5051389,14.553182999999999,12.578147,-3.4801751000000003,-2117.9113,53.41591,53.41591,53.41591,0.07117572,0.13130515,-0.056785979,0.12581334,-0.010857676,0.00033787,4911.8494,24856.935,0.00046970610984298954,-1479.14,-732.082,-1751.77,-173.513,-68.5857,222.378,1396.38,1771.66,731.9730000000001,258.749,-277.938,93.9355,-0.0005375771354335822,0.006752698928223449,-0.006624209158817797,0.0005536602793114649,-0.0022508847028255923,0.002054650860669048,1689390.0,153995,14303.8,77059.4,231054.4,1703693.8,-460.84,650.0,0.000508636014512692,1.000560355093645,1.0015934959349593,0.9985021056041463
33,680000,680,0.99969062,-0.08240505599999999,11.067273,1.4995261999999998,14.553892000000001,12.566799000000001,-3.4866191,-373.47209,53.403218,53.403218,53.403218,-0.10151935,-0.027107151,-0.11858866,0.0015732126,-0.007313017099999999,0.041945218,5061.3183,24711.142000000003,0.0002319873943902288,-1316.42,-1183.09,-992.283,-706.935,264.981,765.5219999999999,1108.12,948.268,1515.76,501.381,218.24200000000002,427.17800000000005,-0.0013530367002273476,-0.0015253134134459233,0.0034003052939265994,-0.0013351997401753815,0.0031388307892172783,0.007747320558622929,1689550.0,153973,14521.9,77173.7,231146.7,1704071.9,-929.275,670.0,0.0002709172990599312,1.0009600519649238,1.001450406504065,0.9999831551668286
34,700000,700,1.0045261,0.051649949,11.07183,1.5067793999999999,14.553878,12.578609,-3.4820486000000006,-2195.7248,53.407515000000004,53.407515000000004,53.407515000000004,0.0054975106999999995,0.051658771,0.097793567,0.017214071,-0.034456115,-0.073659321,5211.9995,24570.855,0.00031246937676505124,-1767.52,-1053.86,-1668.47,119.195,-184.865,469.79,1869.81,913.8639999999999,1676.64,136.47,-614.172,116.87200000000001,0.0006644365053588825,-0.0009093601818772328,5.3069178304644835e-05,0.001660701526469633,-0.005190237089964274,0.0038107307567392013,1689540.0,153860,14441.3,77200.2,231060.2,1703981.3,-759.8889999999999,690.0,0.00035139928143475366,1.0005854714734221,1.0007154471544715,1.0003265306122449
35,720000,720,0.99784502,-0.027746427,11.068942,1.4967578000000001,14.553292,12.5657,-3.4843506,-217.72572999999997,53.413793000000005,53.413793000000005,53.413793000000005,0.09286675400000001,-0.10506695,-0.071039083,0.12233410000000002,0.0074986476,0.012933488,5362.8324,24430.681,0.0004300551075886837,-689.765,-694.566,-1682.11,340.403,-123.329,340.366,782.8439999999999,1561.97,977.808,1008.72,-804.3939999999999,281.44599999999997,0.0006046053913608311,0.005634322832088341,-0.004574874959402403,0.008763384215654434,-0.006026131860993828,0.004039051640142903,1689550.0,153963,14362.5,77098.9,231061.9,1703912.5,-699.2610000000001,710.0,0.00046898501225838614,1.0005928331709428,1.0013853658536584,0.9990139293812762
36,740000,740,0.99536786,-0.048631542,11.068621,1.4930421,14.55207,12.561663000000001,-3.48345,404.49876,53.408451,53.408451,53.408451,-0.092702768,0.057070345999999994,-0.1102622,-0.014197447,0.017359476000000002,-0.0016547757999999999,5513.5413,24289.384,0.0003300004764863635,-382.605,-853.5060000000001,-1597.92,472.18300000000005,308.934,376.751,1244.26,891.823,173.058,346.843,329.49800000000005,141.85,0.005596979538811302,0.0002488924975641435,-0.009255355634946411,0.005320077947385515,0.004147008769080871,0.0033686326729457615,1689570.0,153810,14384.4,77153.1,230963.1,1703954.4,-649.655,730.0,0.0003689303811560659,1.000164988632673,1.000390243902439,0.9997162293488825
37,760000,760,1.002712,0.029806535,11.062313,1.5040582,14.558046,12.566371,-3.4957336000000003,-314.95542,53.37260799999999,53.37260799999999,53.37260799999999,-0.07510188200000001,0.08815563900000001,0.076365849,0.02251696,-0.086918731,0.043454582,5664.2288,24147.502,-0.000341332009960129,-509.599,-651.547,-2098.67,442.941,56.7155,258.545,1715.16,552.741,1556.75,97.0791,-869.658,-281.793,0.007830860669048393,-0.0006418057810977592,-0.0035201039298473533,0.003507762910035726,-0.005280561870737253,-0.00015101006820396226,1689160.0,153666,14278.5,77182.8,230848.8,1703438.5,-6.004230000000001,750.0,-0.00030240210529042656,0.999670022734654,0.9994536585365854,1.0001010689990282
