,Step,Time,Temp,Press,PotEng,KinEng,E_bond,TotEng,E_pair,Ecouple,Lx,Ly,Lz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz,CPU,CPULeft,v_shear,c_pxx_polymer[1],c_pxx_polymer[2],c_pxx_polymer[3],c_pxx_polymer[4],c_pxx_polymer[5],c_pxx_polymer[6],c_pxx_filler[1],c_pxx_filler[2],c_pxx_filler[3],c_pxx_filler[4],c_pxx_filler[5],c_pxx_filler[6],v_pxx,v_pyy,v_pzz,v_pxy,v_pxz,v_pyz,c_pe_polymer,c_ke_polymer,c_pe_filler,c_ke_filler,c_ke_total,c_pe_total,f_npt,Time_shift,v_shear_shift,v_temp_avg,c_temp_polymer,c_temp_filler
202,4060000,4060,0.99955903,-0.009319642900000001,11.068636,1.4993288,14.553539,12.567965,-3.4849025,29093.516,64.229171,48.690944,48.690944,0.060784748,-0.059084975,-0.029658702000000002,0.064240611,0.012976871000000001,-0.073468582,22833.112999999998,202123.66,0.20300000194789994,2876.85,-778.508,-948.069,326.056,-356.35699999999997,-179.025,4624.15,1931.66,-302.377,842.796,-698.13,-465.281,0.04872361156219552,0.007490431958428061,-0.008122416368950957,0.007592413121143229,-0.0068495420591101015,-0.004185164014290354,1689760.0,153916,14442.5,77169.5,231085.5,1704202.5,28574.6,4050.0,0.20250000037459615,1.0006950308541733,1.001079674796748,0.9999287333981212
203,4080000,4080,1.0044492,0.073729545,11.068827,1.506664,14.551109,12.575491,-3.4822815,28068.218999999997,64.282562,48.686753,48.686753,0.07185282,0.06935661,0.079979203,0.018132736,-0.015338698000000001,0.077295639,22947.727000000003,202029.99,0.20400000509450766,3103.88,-643.596,-97.8076,345.69599999999997,-829.799,-278.027,4250.58,-138.674,842.416,-50.9741,-478.222,12.1473,0.047771744072750894,-0.005081325105553751,0.004836689834361806,0.001914400129912309,-0.008496401429035402,-0.0017270522897044496,1690110.0,153991,14226.5,76920.2,230911.2,1704336.5,28750.1,4070.0,0.20350000352120387,0.9999402403377721,1.0015674796747969,0.9966984126984126
204,4100000,4100,0.99629671,0.018758155,11.071498,1.4944354,14.552456,12.565933,-3.4809582999999997,29676.11,64.335953,48.665202,48.665202,0.079533687,0.04208313599999999,-0.065342358,-0.031395286,0.074670889,-0.074415149,23061.404,201927.9,0.20500000824111542,3176.16,-282.86,-343.832,-461.035,-319.53700000000003,122.734,5330.35,631.256,-86.9722,197.674,-809.331,1124.25,0.05525501786294251,0.0022630464436505355,-0.002798338421565443,-0.0017106917830464435,-0.007332692432607989,0.008099928548229945,1690120.0,154055,14454.6,77107.4,231162.4,1704574.6,28394.1,4090.0,0.20450000666781162,1.0010280394067337,1.0019837398373983,0.999124068675089
205,4120000,4120,1.003287,0.031963947,11.079117,1.5049207,14.557205999999999,12.584038,-3.4780889999999998,27026.428,64.389344,48.671413,48.671413,-0.010282435,0.12500393,-0.018829653000000002,0.0028607592999999997,0.062419142000000004,-0.07982133599999999,23175.407000000003,201828.54,0.20600001138772286,5066.81,713.466,-507.561,-92.9444,-415.24,340.87300000000005,5287.53,-191.57299999999998,-99.242,-83.9225,-653.981,153.95,0.06725781097759012,0.003390016239038649,-0.003941558947710295,-0.0011488593699253004,-0.006945248457291328,0.0032141799285482302,1689970.0,153904,14405.7,77163.1,231067.1,1704375.7,28832.2,4110.0,0.20550000981441907,1.0006153513045362,1.0010016260162602,0.9998458049886623
206,4140000,4140,1.0012927,0.02527552,11.070035,1.5019294,14.551432,12.571964,-3.4813970000000003,29016.463,64.442735,48.648992,48.648992,-0.039109664,0.15128782,-0.036351595,-0.11171128,0.079438464,-0.033177168,23290.069,201734.75,0.20700001453433062,3255.35,260.512,-706.929,68.2332,-350.01,-416.56199999999995,3920.31,208.734,286.757,652.056,-216.16400000000002,515.504,0.04661032802858071,0.003048041571938941,-0.002729275738876258,0.004678721662877558,-0.0036776485872036372,0.0006426891848002603,1689660.0,153743,14477.7,77206.0,230949.0,1704137.7,29313.7,4130.0,0.20650001296102682,1.000103929847353,0.9999544715447154,1.000401684483317
207,4160000,4160,0.99720737,-0.072831844,11.069085000000001,1.4958013000000001,14.552795000000001,12.564886999999999,-3.4837097000000004,30241.57,64.496125,48.614857,48.614857,-0.059327368,0.017427781,-0.17659594,-0.02778112,0.08379524,0.0363657,23404.278,201636.85,0.207999998951131,4449.79,-148.97899999999998,62.5294,-574.3,-44.2386,-176.831,4750.18,52.2608,-176.215,673.77,134.414,355.82,0.059759467359532324,-0.0006282442351412795,-0.0007384579408898993,0.0006461188697629102,0.000585744722312439,0.0011626437154920429,1689540.0,153679,14399.9,77105.8,230784.8,1703939.9,29809.6,4150.0,0.2074999973778272,0.9993928764750459,0.9995382113821139,0.9991033365727243
208,4180000,4180,1.0021634,-0.12853057,11.072428,1.5032353999999999,14.556281,12.575664,-3.4838523,28716.947,64.549516,48.589007,48.589007,-0.16472667,-0.13613186,-0.084733184,-0.040402005,0.044171083,0.037727019,23519.182999999997,201544.77,0.20900000209773847,3353.13,-655.011,-539.419,-40.4405,-213.9,39.6765,4544.8,1229.82,178.78099999999998,630.082,-824.43,493.95,0.05130191620656057,0.0037337382266969792,-0.0023425657681065285,0.003830084443000974,-0.006744592400129912,0.003466232543033452,1689910.0,153909,14329.3,77063.6,230972.6,1704239.3,29459.2,4170.0,0.20850000052443468,1.0002061275305836,1.0010341463414634,0.9985565273728539
209,4200000,4200,0.99786888,-0.090893719,11.074434,1.4967936000000002,14.559006,12.571227,-3.484572,29534.039,64.602907,48.582786,48.582786,-0.17687073,0.023332595,-0.11914303,-0.079148648,-0.012568803,-0.044108778,23633.927000000003,201451.09,0.2100000052443462,3325.61,-267.995,63.4664,236.998,-586.956,424.54,4564.1,349.876,-361.583,1171.34,-10.0273,26.7238,0.051248522247482955,0.0005318674894446247,-0.0019364507957128937,0.009148022085092562,-0.003877773952582007,0.0029312361156219554,1689610.0,153712,14278.4,77081.1,230793.1,1703888.4,30123.3,4190.0,0.2095000036710424,0.999428818880589,0.9997528455284553,0.9987832847424685
210,4220000,4220,0.99901067,0.082805906,11.069848,1.4985063,14.553166000000001,12.568354,-3.4833176,30109.159,64.65629799999999,48.544396,48.544396,0.08350711,0.038390196,0.12652041,0.039841426,-0.096247779,0.018296629,23748.42,201355.09,0.21100000839095367,3924.19,-689.312,-787.711,-417.314,-223.78799999999998,37.9437,3860.09,713.3660000000001,708.165,289.617,-803.242,934.559,0.05056368950958104,0.00015624553426437212,-0.0005167002273465414,-0.0008294706073400455,-0.00667119194543683,0.0063170035725885025,1689620.0,153744,14332.4,77100.2,230844.2,1703952.4,30143.8,4210.0,0.21050000681764988,0.9996501028472448,0.999960975609756,0.9990307742144476
211,4240000,4240,1.0027109,0.012273165,11.075405,1.5040565000000001,14.554922,12.579461,-3.4795175000000005,28532.999,64.709689,48.543645,48.543645,-0.0079338098,0.10165588,-0.056902572,-0.055752302999999996,-0.1308881,-0.039585884,23862.921000000002,201258.98,0.2120000115375614,3413.34,-81.2313,-34.2537,-104.18799999999999,-69.8476,-43.1064,4141.85,690.3969999999999,-257.392,886.993,-286.491,403.208,0.04907560896394934,0.003956906138356609,-0.001894418317635596,0.005084800259824619,-0.002314638518999675,0.0023390815199740176,1689990.0,153908,14482.8,77169.5,231077.5,1704472.8,29522.4,4230.0,0.2115000099642576,1.0006603875717224,1.0010276422764228,0.9999287333981212
212,4260000,4260,1.0004046999999998,0.0045969001,11.069595,1.5005973,14.554626999999998,12.570193,-3.4850321,30092.847999999998,64.76308,48.494817,48.494817,0.075541185,0.0019815027,-0.063731988,0.020480494,-0.060886613,-0.020788697,23977.722,201165.21,0.21300001468416913,3967.87,631.179,51.3036,-635.086,-69.4356,481.36199999999997,3468.92,-296.313,-191.082,-608.2719999999999,-349.465,-68.5277,0.04830652809353686,0.002175160766482624,-0.0009079467359532314,-0.008076375446573563,-0.0027210172133809675,0.0026816128613186096,1689720.0,153664,14503.9,77180.2,230844.2,1704223.9,30135.7,4250.0,0.21250001311086533,0.9996501028472448,0.9994406504065041,1.0000673793326855
213,4280000,4280,1.0005322,-0.062803892,11.066334,1.5007886000000001,14.555660999999999,12.567122,-3.4893273999999996,30697.375,64.81647,48.455312,48.455312,-0.038745069,-0.07266652400000001,-0.077000082,0.007271109699999999,0.032925902,-0.11200121,24091.839,201065.53,0.21399999910096926,3316.73,129.47899999999998,-1258.39,-354.06,-102.485,-252.215,3184.02,37.2561,621.563,858.352,-296.42900000000003,241.56099999999998,0.042226372198765835,0.0010830470932120817,-0.0041365833062682695,0.0032756869113348486,-0.0025911919454368305,-6.920428710620347e-05,1689200.0,153571,14576.7,77327.8,230898.8,1703776.7,30662.6,4270.0,0.21349999752766546,0.9998865432499728,0.9988357723577236,1.0019799157758342
214,4300000,4300,1.0015545,0.026828877999999997,11.06733,1.502322,14.554603,12.569652,-3.4872724,30442.03,64.869861,48.449042999999996,48.449042999999996,-0.15239491,0.070691373,0.16219017,0.029130366,-0.018443669,-0.031183834,24206.266,200968.3,0.21500000224757698,3029.28,-370.684,-793.048,-125.51700000000001,596.649,-34.8943,5141.42,731.541,101.713,799.7080000000001,66.906,865.2,0.053073725235466065,0.002343988307892173,-0.004490646313738227,0.004379285482299448,0.004310198116271517,0.0053933465410847675,1688970.0,153504,14463.9,77299.4,230803.4,1703433.9,31231.4,4290.0,0.2145000006742732,0.9994734221067445,0.9984,1.0016119209588596
215,4320000,4320,1.0030576,0.02636584,11.07368,1.5045766999999999,14.555309,12.578257,-3.4816285000000002,29251.182,64.923252,48.455602,48.455602,0.016991639,-0.0095350856,0.071640967,0.061896665999999996,-0.10049713,0.024560123,24322.875,200888.93,0.2160000053941847,4373.77,152.83,1186.52,-16.2194,-52.4016,314.423,4728.02,-665.209,-391.671,273.392,-1055.81,515.38,0.05912172783371225,-0.003328216953556349,0.0051630334524196166,0.0016704943163364729,-0.007198516401429034,0.005390081195193245,1689800.0,153710,14701.5,77401.6,231111.6,1704501.5,29992.9,4310.0,0.21550000382088091,1.00080805456317,0.9997398373983739,1.0029361839974087
216,4340000,4340,0.99668611,-0.064513341,11.071123,1.4950195,14.554877,12.566142,-3.4837540000000002,31251.333,64.97664300000001,48.429696,48.429696,-0.14162818,-0.10687961,0.054967764,-0.018208394,-0.042841319,0.059666171,24437.367000000002,200791.82,0.21700000854079246,5003.98,843.442,1285.04,-778.035,-461.18300000000005,558.759,4201.1,-1882.06,-88.0358,-478.89,-706.0060000000001,-707.299,0.05979265995453069,-0.0067464631373822664,0.007775278986683987,-0.008164501461513478,-0.007581610912633973,-0.0009648587203637542,1689840.0,153655,14615.4,77278.8,230933.8,1704455.4,30348.5,4330.0,0.21650000696748867,1.0000381076106961,0.9993821138211383,1.0013449951409137
217,4360000,4360,1.00196,0.018799661000000002,11.066817,1.5029303,14.552114999999999,12.569747,-3.4852974000000003,30828.269,65.030034,48.392491,48.392491,0.06414977,0.0097922428,-0.01754303,-0.016389643,-0.062164939,0.030992167,24552.031000000003,200695.96,0.2180000116873999,4009.16,289.453,-177.648,-567.4490000000001,-301.36,-176.41,4454.47,-945.385,585.863,174.05200000000002,96.0998,-872.676,0.05497648587203638,-0.004260682039623254,0.0026516076648262425,-0.0025553556349464115,-0.0013332913283533615,-0.006814459240012991,1689660.0,153663,14385.1,77135.7,230798.7,1704045.1,31033.7,4350.0,0.21750001011409612,0.9994530691783048,0.9994341463414634,0.9994907677356656
218,4380000,4380,1.0005700000000002,-0.062416941,11.066754,1.5008453000000002,14.551927,12.567599000000001,-3.4851731,31292.394,65.083425,48.393879999999996,48.393879999999996,-0.081365689,0.010437068,-0.1163222,0.034787115,-0.056912384,0.018192873000000002,24666.432999999997,200597.79,0.21900001483400766,4092.17,-729.307,474.625,-477.847,-581.865,54.3,4558.77,212.153,245.445,-110.936,-6.8917399999999995,64.2592,0.05619317960376746,-0.0033592335173757712,0.004677297823968821,-0.003824507957128938,-0.00382433738226697,0.0007701149723936343,1689710.0,153658,14274.4,76986.9,230644.9,1703984.4,31381.7,4370.0,0.21850001326070387,0.9987870520731839,0.9994016260162603,0.9975626822157434
219,4400000,4400,1.0047277000000001,0.047088842,11.06147,1.5070818000000001,14.550879,12.568552,-3.4894087,31277.192000000003,65.136815,48.353705,48.353705,0.0060643747,0.03662903,0.09857312,0.016878981,0.046524569,0.056261886,24780.583,200497.45,0.21999999925080777,3471.96,-359.935,1093.21,-373.09,245.55599999999998,230.912,3924.91,205.347,-894.164,141.93,-116.98100000000001,337.835,0.04804722312439103,-0.0010041442026632022,0.0012929262747645343,-0.0015015264696329976,0.0008351737577135433,0.0036943618057810974,1689620.0,153701,14383.4,77179.3,230880.3,1704003.4,31259.1,4390.0,0.21949999767750397,0.9998064306593049,0.9996813008130081,1.0000557175251052
220,4420000,4420,1.0029735999999998,-0.007377334399999999,11.069579,1.5044507,14.552612,12.574029,-3.4830329,30569.746,65.190206,48.348521999999996,48.348521999999996,0.035518326,-0.08119603,0.023545701000000002,0.065021009,-0.064879415,-0.044244915,24895.892999999996,200406.3,0.2210000023974155,5223.48,523.1519999999999,267.253,-371.15,133.02100000000002,214.85299999999998,4563.2,-172.055,-785.582,-591.695,-1038.88,926.123,0.06357050990581357,0.00228059110100682,-0.00336686586554076,-0.006254270867164664,-0.005884111724585905,0.007411341344592401,1689860.0,153709,14641.7,77243.0,230952.0,1704501.7,30816.4,4410.0,0.2205000008241117,1.000116921078272,0.9997333333333334,1.000881114350502
221,4440000,4440,0.99948527,-0.027882025,11.068665,1.4992181999999998,14.552067999999998,12.567883,-3.4834023999999997,31650.426,65.243597,48.329038,48.329038,-0.16360094,0.053776849,0.026178019,0.08781391,0.037156062000000004,-0.023569943,25011.043999999998,200313.67,0.22200000554402297,4680.71,664.7589999999999,-359.50199999999995,-144.67,34.951,-146.79399999999998,5367.31,-636.534,67.6115,-438.496,-381.904,-657.826,0.06526807405001624,0.00018333874634621572,-0.0018960084443000972,-0.003788022085092562,-0.0022536732705423835,-0.005226502111075024,1689890.0,153762,14407.5,77105.4,230867.4,1704297.5,31245.0,4430.0,0.22150000397071917,0.9997505683663528,1.000078048780488,0.9990981535471332
222,4460000,4460,0.99922768,0.0012288682,11.077853999999999,1.4988318,14.554544,12.576686,-3.4766907,30429.3,65.296988,48.333581,48.333581,-0.10830955,0.0075486705,0.10444748,0.07320254400000001,-0.06781137,0.035473065,25125.732000000004,200217.15,0.2230000086906307,4388.51,106.522,51.6834,-235.45,254.81900000000002,209.352,4957.78,-256.04400000000004,457.474,51.0031,491.917,-310.782,0.06070990581357584,-0.0009712374147450475,0.0033072906787918153,-0.0011980961351088014,0.004850509905813575,-0.0006588502760636568,1690090.0,153839,14505.9,77129.7,230968.7,1704595.9,30982.1,4450.0,0.2225000071173269,1.0001892389303886,1.0005788617886178,0.9994130223517977
223,4480000,4480,1.0007629,0.023495926,11.066964,1.5011346,14.552264000000001,12.568099,-3.4852995000000004,31883.679,65.350379,48.272996,48.272996,0.077407533,0.005376145600000001,-0.0122959,-0.017191842,0.051366805,-0.09416241300000001,25240.183999999997,200118.6,0.22400001183723844,4691.5,163.469,493.26300000000003,107.529,141.45600000000002,166.667,4512.44,-446.305,-572.195,228.38,669.346,665.816,0.05978525495290678,-0.001837193894121468,-0.0005127119194543684,0.00218193569340695,0.005266658005846054,0.005407489444624878,1689860.0,153556,14759.9,77343.9,230899.9,1704619.9,31159.5,4470.0,0.22350001026393465,0.9998913067013099,0.9987382113821138,1.0021885325558795
224,4500000,4500,0.99966236,-0.039608867,11.072338,1.4994838,14.55219,12.571822000000001,-3.4798516999999998,31443.352000000003,65.403769,48.284172999999996,48.284172999999996,-0.035090105,-0.11138398,0.027647484,-0.031744422,-0.031992304,0.07005668400000001,25354.055,200015.32,0.22499999625403855,4330.0,893.4010000000001,-210.09,-353.529,-432.4,229.325,4919.41,297.749,-878.7280000000001,119.99600000000001,-125.99799999999999,-77.7218,0.060080610587853196,0.007737252354660605,-0.007072543033452419,-0.0015169405651185449,-0.003627138681390061,0.0009847560896394934,1689850.0,153666,14714.8,77373.3,231039.3,1704564.8,31206.4,4490.0,0.22449999468073475,1.0004949658980187,0.9994536585365854,1.002569484936832
225,4520000,4520,1.0014973,0.023942829,11.069504,1.5022362,14.552577,12.571741000000001,-3.4830721,31589.972,65.45716,48.258362,48.258362,-0.19049571,0.1038069,0.15851729999999997,0.0077171396,0.029154467000000003,-0.0058723277,25468.635,199917.52,0.2259999994006463,4913.4,690.6039999999999,460.221,-176.101,-111.556,131.93200000000002,5145.02,-515.614,-779.44,287.547,-565.604,327.728,0.06533562845079571,0.0011366677492692426,-0.002073523871386814,0.0007239103605066582,-0.0043985709645988965,0.0029857746021435534,1689910.0,153658,14469.1,77148.1,230806.1,1704379.1,31757.2,4510.0,0.2254999978273425,0.9994851142145719,0.9994016260162603,0.9996514415289927
226,4540000,4540,0.99842071,-0.038641981,11.072569999999999,1.4976213,14.552069,12.570192,-3.4794987999999996,31963.787999999997,65.510551,48.259489,48.259489,-0.038390732000000004,-0.052891627999999996,-0.024643581,0.097655602,0.03090447,-0.043065093,25582.588,199814.67,0.22700000254725403,5856.43,1199.76,1036.85,-410.66900000000004,-278.276,210.99200000000002,5304.34,-1204.99,-973.248,-60.674,-294.947,361.103,0.07249607015264696,-3.397206885352399e-05,0.0004131341344592391,-0.0030616628775576487,-0.0037234361805781094,0.003716109126339721,1690070.0,153746,14531.3,77124.2,230870.2,1704601.3,31609.7,4530.0,0.22650000097395023,0.9997626935152106,0.9999739837398374,0.999341755749919
227,4560000,4560,0.99855443,-0.067698242,11.073437,1.4978219,14.553142000000001,12.571259,-3.4797050000000005,31933.042999999998,65.563942,48.231727,48.231727,-0.11358762,-0.10054253,0.011035422,-0.030787527999999998,0.070169071,0.030426623,25696.971,199715.06,0.22800000569386147,5262.43,825.7610000000001,160.347,331.94,-195.83,500.51099999999997,4396.98,-469.94800000000004,-508.786,599.725,-748.38,-1013.23,0.06274381292627476,0.0023112244235141285,-0.0022633257551152967,0.006051737577135433,-0.006133225073075674,-0.0033304254628126017,1689940.0,153697,14507.0,77218.8,230915.8,1704447.0,31848.2,4550.0,0.22750000412055768,0.9999601602251813,0.9996552845528456,1.0005675413022352
228,4580000,4580,0.99920214,-0.027758547,11.067991000000001,1.4987935,14.551803,12.566784,-3.4838125,32754.322999999997,65.617333,48.17685,48.17685,-0.08052062900000001,-0.085975138,0.083220125,0.012017591000000001,-0.064014125,0.045301035999999996,25811.106,199613.4,0.22900000884046923,4774.37,404.709,-132.747,323.524,-140.67,193.933,4724.33,-401.48199999999997,165.611,-5.7386,45.8035,-741.443,0.061699902565768114,2.0961351088015798e-05,0.00021347190646313723,0.0020642117570639816,-0.0006162163039948034,-0.0035564144202663204,1689880.0,153690,14486.1,77176.6,230866.6,1704366.1,32110.8,4570.0,0.22850000726716543,0.9997471040381077,0.999609756097561,1.0000207321023649
229,4600000,4600,1.0016183,-0.09388032199999999,11.066245,1.5024176,14.55056,12.568662,-3.4843157,32597.222,65.67072399999999,48.167867,48.167867,-0.19883919,-0.058041722999999996,-0.024760055,-0.0099928448,-0.034039112,-0.030297085,25926.267000000003,199519.53,0.23000001198707667,4173.38,143.444,1096.78,8.40937,-51.4333,741.405,4829.65,-64.3296,-917.8589999999999,-377.336,-84.6055,-465.43699999999995,0.05848022085092562,0.0005138967197141929,0.0011622020136407927,-0.0023964055212731404,-0.0008836557323806431,0.001792582007145177,1689940.0,153771,14451.8,77124.1,230895.1,1704391.8,32185.5,4590.0,0.22950001041377288,0.9998705207318395,1.0001365853658537,0.9993404599935214
230,4620000,4620,1.0025812,-0.05564747,11.07435,1.503862,14.556323999999998,12.578211999999999,-3.4819737,31262.147,65.724114,48.147036,48.147036,-0.11094034,-0.058416933,0.0024148635,0.011891071000000001,-0.08549413800000001,0.04621515599999999,26041.706000000002,199427.61,0.23099999640387708,5017.8,24.4258,-9.690430000000001,48.2069,468.56699999999995,-71.8751,5562.66,103.911,-589.849,444.162,379.505,362.875,0.06872659954530691,0.0008336265021110751,-0.0038943775901266646,0.003198239038648912,0.005508749594024033,0.0018902234491718092,1690180.0,153959,14471.5,77153.8,231112.8,1704651.5,31846.9,4610.0,0.2304999948305733,1.0008132510555374,1.0013593495934958,0.9997252996436671
231,4640000,4640,0.99957366,-0.081824245,11.067777,1.4993507,14.550454,12.567128,-3.4826763,33101.153,65.777505,48.13429,48.13429,-0.09799922,-0.037760326000000004,-0.10971319,-0.067688507,-0.027714772000000002,0.029431662999999997,26156.361,199329.51,0.2319999995504848,4886.62,-11.0938,-967.107,91.7947,64.3676,82.0681,5664.43,1657.78,-840.6669999999999,884.721,482.82800000000003,582.992,0.06853556349464111,0.010696240337772002,-0.011742604741799285,0.006343070477427736,0.0035543721987658333,0.004319974667099707,1690090.0,153903,14421.3,77049.3,230952.3,1704511.3,32283.4,4630.0,0.23149999797718102,1.0001182202013639,1.0009951219512194,0.998371234207969
232,4660000,4660,0.99798082,-0.15659003,11.066688000000001,1.4969615,14.550735000000001,12.563649,-3.4840470000000003,33767.707,65.830896,48.121058000000005,48.121058000000005,-0.23939663,-0.11279398,-0.11757947,-0.0055968225,-0.037281653,0.079324195,26270.575,199227.92,0.23300000269709228,4677.45,710.186,-484.406,-407.026,-386.10400000000004,397.601,3683.97,779.299,-1004.12,367.87199999999996,271.767,274.487,0.05431256901591426,0.009675121792789867,-0.009668892497564145,-0.00025432932770380026,-0.0007426891848002601,0.004365625202987983,1689570.0,153651,14422.9,77201.2,230852.2,1703992.9,33028.6,4650.0,0.2325000011237885,0.9996847461296958,0.9993560975609757,1.0003394881762229
233,4680000,4680,0.99987274,0.050040987,11.069881,1.4997994,14.555953,12.56968,-3.4860718,32971.71,65.884287,48.095042,48.095042,-0.034810084,0.066901472,0.11803157,0.037680873999999996,0.041150924,0.045591205,26384.444,199123.62,0.2340000058437,5022.36,982.163,192.146,-733.9169999999999,108.23,444.231,3759.67,-223.053,-338.727,139.225,-206.34,62.2759,0.0570446898343618,0.004930886651510231,-0.0009521338096784669,-0.0038628905488795055,-0.0006372848327379019,0.003290074050016239,1689690.0,153513,14467.6,77244.2,230757.2,1704157.6,33092.0,4670.0,0.23350000427039622,0.99927335715059,0.9984585365853659,1.0008966634272756
234,4700000,4700,0.99708508,0.11811186,11.064936,1.4956178999999998,14.546545000000002,12.560554,-3.4816087,34507.198,65.937678,48.069214,48.069214,0.15264899,0.11051656,0.091170048,0.017684682,0.031743837000000004,0.034562606,26498.376,199019.72,0.23500000899030773,5376.8,133.44799999999998,996.7280000000001,-102.455,-126.977,433.274,4253.34,-928.6489999999999,-578.243,415.548,757.303,23.09,0.0625536862617733,-0.005165319909061383,0.0027183176355959726,0.00203373173108152,0.004094355310165638,0.0029643650535888274,1689470.0,153472,14490.1,77257.5,230729.5,1703960.1,33448.2,4690.0,0.23450000741700394,0.9991534047851033,0.9981918699186992,1.0010689990281827
235,4720000,4720,0.99909887,-0.09338258199999999,11.070241000000001,1.4986386,14.553076,12.568878999999999,-3.4828358,33360.012,65.991069,48.056777000000004,48.056777000000004,-0.14126113,-0.07878965,-0.060096964,-0.071630184,0.11259757,-0.044370414000000004,26612.984,198920.78,0.2360000121369152,4953.73,-42.7423,179.59099999999998,558.016,-499.93199999999996,279.845,4291.32,-384.08,33.7292,881.113,1000.48,536.941,0.060052289704449494,-0.002772473530367002,0.0013856459889574535,0.009348028580708021,0.003251367327054239,0.00530552776875609,1689660.0,153659,14426.5,77223.4,230882.4,1704086.5,33307.6,4710.0,0.23550001056361142,0.9998155245209484,0.9994081300813008,1.0006271460965337
236,4740000,4740,1.0014016,0.10625347,11.072919,1.5020926000000001,14.553721,12.575012,-3.4808015,32548.629,66.044459,48.037971,48.037971,0.13537569,0.06594900599999999,0.1174357,0.0023113304,0.019343866,0.028035791,26727.308999999997,198819.6,0.2369999965537156,5583.27,103.212,-147.875,448.661,-257.916,-35.3769,4908.18,529.976,-649.581,505.509,539.049,-739.304,0.06814842481325106,0.004112945761610912,-0.005179967521922703,0.0061979214030529394,0.0018261318609938291,-0.005032029230269568,1689870.0,153774,14439.5,77227.1,231001.1,1704309.5,33092.6,4730.0,0.2364999949804118,1.0003295442243152,1.0001560975609756,1.0006750890832525
237,4760000,4760,0.997848,0.080165078,11.070205,1.4967622999999999,14.552883,12.566968,-3.4826777,33919.812000000005,66.09785,48.020549,48.020549,0.04669456599999999,0.081495754,0.11230491,0.0440194,-0.042500908,0.11341604,26841.828999999998,198719.76,0.23799999970032307,5208.09,-178.358,-489.25199999999995,64.1259,-174.718,73.9182,5559.66,787.046,281.119,192.707,228.058,-714.7239999999999,0.0699431633647288,0.0039538031828515756,-0.0013519519324455987,0.0016682877557648587,0.0003464761286131861,-0.004162428061058785,1689690.0,153732,14410.5,77187.8,230919.8,1704100.5,33515.4,4750.0,0.23749999812701927,0.9999774818664068,0.9998829268292683,1.000165856818918
238,4780000,4780,0.99687084,-0.027799137,11.06754,1.4952966,14.554189000000001,12.562837,-3.4866485000000003,34688.919,66.151241,47.979873,47.979873,-0.13175751,0.042432883,0.005927219599999999,-0.030653057,0.016272484,-0.030151862999999997,26955.836,198616.01,0.2390000028469308,5252.06,-306.02,-216.916,69.5879,48.8762,-49.3895,5619.15,1198.56,-535.3919999999999,330.159,761.041,-399.096,0.07061519974017538,0.0057975966222799605,-0.004886703475154271,0.0025966021435531016,0.0052609106852874316,-0.0029131893471906465,1689650.0,153721,14389.6,77144.1,230865.1,1704039.6,33768.6,4770.0,0.238500001273627,0.9997406084226481,0.9998113821138211,0.9995996112730807
239,4800000,4800,1.0009318999999999,-0.029093995,11.072472,1.5013881000000002,14.554501,12.57386,-3.4820297,33124.337999999996,66.20463199999999,47.982504,47.982504,-0.10701161,-0.031064232,0.050793852,0.026912306,-0.09049103,-0.030434633,27070.932999999997,198520.18,0.24000000599353827,5666.03,27.7276,166.101,-279.139,-274.152,18.9556,4865.58,597.6419999999999,-1107.59,238.67,273.605,-142.991,0.06840928873010718,0.004062160441701851,-0.006115550503410197,-0.0002628710620331278,-3.5531016563817383e-06,-0.0008056862617733031,1689670.0,153604,14473.2,77200.5,230804.5,1704143.2,33853.4,4790.0,0.23950000442023447,0.9994781855580815,0.9990504065040651,1.0003304178814383
240,4820000,4820,0.99873048,-0.023378315,11.070439,1.498086,14.55396,12.568525,-3.4835207,34079.786,66.258023,47.963851,47.963851,0.001950782,0.0087012571,-0.080786984,-0.023981693,-0.05385282,0.021858042,27185.689,198421.69,0.241000009140146,5886.72,1441.0,-426.72900000000004,-509.51599999999996,37.8206,-22.3636,5642.26,-257.742,-1229.51,-191.00400000000002,137.452,289.19599999999997,0.07488782072101331,0.007685988957453719,-0.010758291653134135,-0.00455030854173433,0.0011385034101981163,0.0017332406625527766,1689730.0,153642,14530.3,77255.2,230897.2,1704260.3,33776.4,4810.0,0.2405000075668422,0.9998796145934827,0.9992975609756097,1.0010391966310335
241,4840000,4840,1.0002035,-0.030542449,11.067373,1.5002955,14.551098000000001,12.567668,-3.4837252999999997,34345.145,66.311414,47.946601,47.946601,-0.09539406,0.0078377637,-0.004071049,-0.045577066,-0.084704824,0.14243985,27302.511000000002,198338.07,0.24200001228675372,6886.96,1543.61,292.666,-603.109,-554.489,-668.327,7118.0,-176.47299999999998,-1313.89,308.824,-88.4145,317.421,0.09097083468658655,0.008880396232543034,-0.006633478402078598,-0.0019115621955180255,-0.004176053913608315,-0.0022793504384540438,1689970.0,153676,14535.0,77184.8,230860.8,1704505.0,33705.5,4830.0,0.24150001071344993,0.9997219876583305,0.9995186991869919,1.0001269841269842
