,Time_Binned,Step,Time,Temp,Press,PotEng,KinEng,E_bond,TotEng,E_pair,Ecouple,Lx,Ly,Lz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz,CPU,CPULeft,v_shear,c_pxx_polymer[1],c_pxx_polymer[2],c_pxx_polymer[3],c_pxx_polymer[4],c_pxx_polymer[5],c_pxx_polymer[6],v_pxx,v_pyy,v_pzz,v_pxy,v_pxz,v_pyz,c_pe_polymer,c_ke_polymer,c_ke_total,c_pe_total,f_npt,Time_shift,v_shear_shift,v_temp_avg,c_temp_polymer
33,"[13347.0, 13750.848)",13550000.0,13550.0,1.0013044074999997,-0.03719949094999999,16.64002015,1.501941965,21.106804649999997,18.14196195,-4.466784655,55716.2039,81.41697165000002,37.47139045,37.47139045,-0.09758473085000001,0.001623650635,-0.015637391705,-0.0016493845,0.010274373784,-0.0018057230944999996,43976.9513,85843.54725,0.6775000135470068,8951.832999999999,-248.09728,243.44832499999998,95.83400350000001,-22.008349999999997,-142.682545,0.08733495609756098,-0.002420461268292683,0.0023751056097560974,0.0009349658878048776,-0.00021471560975609754,-0.0013920248292682927,1705632.0,153739.05,153739.05,1705632.0,55862.835,13540.0,0.6770000105285483,0.999928780487805,0.999928780487805
34,"[13750.848, 14154.697)",13950000.0,13950.0,0.9999112875000001,-0.029355933779999992,16.642301099999997,1.4998523049999997,21.10758495,18.142153450000002,-4.46528382,57018.170749999976,82.38766584999999,37.253882600000004,37.253882600000004,-0.0961600234755,-0.0017909112250000018,0.009883131910000002,0.0024309787600000003,-0.0097810321885,-0.0024238315330000005,45382.8225,84746.40014999997,0.6975000147832355,9085.651,-22.894915000000005,21.4831,-35.66615050000001,48.353086,-61.1675905,0.08864049756097561,-0.0002233650243902441,0.00020959121951219522,-0.00034796244390243917,0.0004717374243902439,-0.0005967569804878049,1705683.5,153756.35,153756.35,1705683.5,57115.21000000002,13940.0,0.6970000117647771,1.0000413008130078,1.0000413008130078
35,"[14154.697, 14558.545)",14350000.0,14350.0,0.9997290204999997,-0.026868128479500004,16.6403904,1.4995789250000002,21.1070518,18.13996935,-4.466661419999999,58551.65955,83.35835995,37.0310161,37.0310161,-0.07938139585000001,0.004550076855,-0.005773066352499999,0.005968740277500001,0.0007304417479499994,-0.0099046483095,46792.14564999999,83638.23624999999,0.717500013959083,9495.339,-108.54129500000002,81.4648565,-27.002495,55.524788999999984,-242.46739500000007,0.0926374536585366,-0.001058939463414634,0.000794779087804878,-0.000263438975609756,0.0005417052585365854,-0.002365535560975609,1705658.5,153709.1,153709.1,1705658.5,58497.94,14340.0,0.7170000109406245,0.9997339837398374,0.9997339837398374
36,"[14558.545, 14962.394)",14760000.0,14760.0,0.9997268695238094,-0.023094414557142857,16.63953342857143,1.4995756523809527,21.107176523809525,18.139109190476187,-4.467642933333333,59968.51557142859,84.35332147619049,36.806956619047625,36.806956619047625,-0.07717561436190477,0.005077396061904763,0.0028149746714285695,-0.004834959057142856,-0.006548202359619049,0.0004069540314761906,48239.74947619048,82490.55538095236,0.7380000146326314,9448.704285714286,-281.156080952381,275.9858071428572,36.5351619047619,-8.097164142857158,-98.27064285714286,0.09218248083623692,-0.002742986155632985,0.0026925444599303133,0.00035644060394889656,-7.899672334494776e-05,-0.0009587379790940765,1705574.761904762,153709.47619047618,153709.47619047618,1705574.761904762,59910.7142857143,14750.0,0.7375000116141729,0.9997364305071621,0.9997364305071621
37,"[14962.394, 15366.242)",15170000.0,15170.0,1.00016551,-0.032256209259,16.641272999999998,1.500233645,21.107274800000003,18.141506650000004,-4.466001715,61038.884000000005,85.34828295000001,36.59740384999999,36.59740384999999,-0.09512911490000002,0.0030611006199999986,-0.00470061415,-0.00201475711,0.00019242148000000043,-0.005363815685,49689.679749999996,81330.62765000001,0.7585000142269326,9870.0635,-115.61530524999998,108.00853000000002,19.711265,-30.62092265,-2.741825000000003,0.09629330243902438,-0.0011279541975609756,0.001053741756097561,0.00019230502439024404,-0.0002987407087804878,-2.6749512195121796e-05,1705639.5,153758.1,153758.1,1705639.5,61113.67,15160.0,0.7580000112084739,1.0000526829268293,1.0000526829268293
38,"[15366.242, 15770.091)",15570000.0,15570.0,0.9994970575000002,-0.03469055293,16.640699199999997,1.4992309599999998,21.106837199999998,18.139929900000006,-4.466138119999999,62473.771649999995,86.3189771,36.392478000000004,36.392478000000004,-0.083419974975,-0.013391870180000001,-0.007259813531,-0.00691074037565,0.0011510417046,-0.002808714598499999,51103.9807,80183.7882,0.7785000144329708,10559.86,-27.089144999999995,-9.493866499999996,-109.534025,147.23775,102.7041,0.10302302439024388,-0.0002642843414634148,-9.262308780487815e-05,-0.0010686246341463411,0.0014364658536585365,0.0010019912195121951,1705624.5,153702.95,153702.95,1705624.5,62457.53499999999,15560.0,0.7780000114145121,0.9996939837398374,0.9996939837398374
39,"[15770.091, 16173.939)",15970000.0,15970.0,0.9992471025,-0.030281474122500006,16.642544899999997,1.498856035,21.1074353,18.141401,-4.464890325,63585.17570000001,87.28967129999998,36.1902781,36.1902781,-0.07630085695,-0.015334843349999999,0.0007912776049999988,0.003436186004,0.004995709744999999,-0.0037899409529999996,52522.97115000001,79030.57215,0.7985000156691995,10564.995499999999,14.943557499999983,-9.750344999999976,-91.060475,-109.92277000000004,-27.623555,0.10307312682926828,0.00014579080487804873,-9.512531707317062e-05,-0.0008883948780487804,-0.0010724172682926828,-0.0002694980975609756,1705710.0,153754.05,153754.05,1705710.0,63583.43999999998,15960.0,0.7980000126507408,1.0000263414634145,1.0000263414634145
40,"[16173.939, 16577.788)",16370000.0,16370.0,1.0003841590000002,-0.03013826608000001,16.64092795,1.5005615900000004,21.106291100000004,18.14148955,-4.465363245,64829.501599999996,88.26036539999998,35.993046950000014,35.993046950000014,-0.09432632734999999,-0.0005095371149999997,0.004421066830500001,-0.003811785924999999,-0.00256126289,0.0026649352150000002,53944.4306,77867.9591,0.818500014845047,11004.8815,43.83197,-37.32185999999999,198.0718975,210.58163170000003,-64.26110999999999,0.10736469756097562,0.00042762897560975606,-0.0003641157073170733,0.0019324087560975613,0.002054454943414634,-0.0006269376585365854,1705711.5,153741.75,153741.75,1705711.5,64847.32000000001,16360.0,0.8180000118265884,0.9999463414634147,0.9999463414634147
41,"[16577.788, 16981.636)",16780000.0,16780.0,0.9997702195238095,-0.03699992401142857,16.64268252380952,1.4996406999999998,21.107154619047616,18.142323095238094,-4.464472161904761,66018.96895238095,89.25532695238095,35.79606876190477,35.79606876190477,-0.10863492976190477,0.003130324937276191,-0.005495168261904762,0.008198442747619048,-0.007162796952380953,0.0004457002952380961,55403.114095238096,76665.74576190476,0.839000016058219,11466.22380952381,-1.7144714285714198,-21.65467000000002,-44.01138666666665,2.2968209523809455,-9.285055238095243,0.1118655981416957,-1.6726550522648114e-05,-0.00021126507317073174,-0.00042937938211382124,2.2408009291521535e-05,-9.058590476190487e-05,1705792.380952381,153779.42857142858,153779.42857142858,1705792.380952381,66005.26666666666,16770.0,0.8385000130397605,1.000191405342625,1.000191405342625
42,"[16981.636, 17385.485)",17190000.0,17190.0,0.999093606,-0.030308969070000004,16.641093,1.4986257850000002,21.106365349999997,18.1397187,-4.4652723949999995,67549.7223,90.25028840000002,35.59299725,35.59299725,-0.09475255735999999,0.0036256895099999998,0.0001999614999999986,-0.0038342338699999994,-0.0015871562939999996,0.005365049882500001,56866.07550000001,75457.0676,0.8595000151128964,11627.465,-60.838047499999995,56.22365900000001,-43.919824,44.200455,4.780782999999998,0.11343868292682927,-0.0005935419268292683,0.0005485235024390245,-0.00042848608780487817,0.00043122395121951223,4.6641785365853625e-05,1705696.0,153706.2,153706.2,1705696.0,67437.285,17180.0,0.8590000120944381,0.9997151219512197,0.9997151219512197
43,"[17385.485, 17789.333)",17590000.0,17590.0,1.0003293925,-0.034113006759999995,16.640758150000003,1.50047945,21.107054599999998,18.14123775,-4.466296425000001,68618.10764999999,91.22098260000001,35.401468799999996,35.401468799999996,-0.0983240705,0.00019497897350000197,-0.00420992865,-0.0015051355800000002,-0.0064277033750000006,-0.011619176095499999,58296.29845,74270.1538,0.8795000163491252,12111.015000000003,-76.49614,60.49803300000001,-161.69750000000005,16.634113499999994,89.88873399999999,0.11815624390243903,-0.0007463038048780487,0.000590224712195122,-0.0015775365853658535,0.00016228403414634144,0.0008769632585365854,1705831.5,153797.3,153797.3,1705831.5,68435.58,17580.0,0.8790000133306668,1.0003076422764228,1.0003076422764228
44,"[17789.333, 18193.182)",17990000.0,17990.0,1.000332519,-0.024169758812,16.6412323,1.5004841600000005,21.107242699999993,18.141716350000003,-4.46601044,69784.30595,92.19167669999999,35.2150534,35.2150534,-0.09603427084999998,0.018199285298000002,0.005325708209999998,-0.0013129615049999991,0.007300149839999999,-0.0009849952799999995,59728.9044,73075.33575,0.8995000155249727,12622.495,-131.14174500000001,138.535025,53.49967399999999,135.9589845,100.36787050000001,0.1231462926829268,-0.0012794316585365852,0.0013515612195121951,0.0005219480390243902,0.0013264291170731707,0.000979198736585366,1705730.0,153714.2,153714.2,1705730.0,69835.18500000001,17980.0,0.8990000125065143,0.9997671544715446,0.9997671544715446
45,"[18193.182, 18597.03)",18390000.0,18390.0,1.0016446005000001,-0.037227738569999995,16.640170649999998,1.5024522450000002,21.1071553,18.14262295,-4.466984609999999,70897.27895,93.16237089999998,35.030028849999994,35.030028849999994,-0.11380585685,-0.0104345360705,0.012557177233,-0.005984886596,0.0014758399340000002,0.002275062237500001,61165.75705,71875.17675000001,0.9195000167612015,12518.81,20.03521,-44.508156,-113.91914950000003,-13.758524999999997,-105.5771705,0.12213473170731706,0.00019546546341463422,-0.00043422591219512195,-0.0011114063365853658,-0.0001342295121951219,-0.001030021175609756,1705743.5,153737.95,153737.95,1705743.5,71003.93,18380.0,0.9190000137427429,0.9999216260162603,0.9999216260162603
46,"[18597.03, 19000.879)",18800000.0,18800.0,0.9997154757142857,-0.043303630190476186,16.64197680952381,1.4995586,21.107658333333333,18.14153542857143,-4.46568150952381,72235.57847619047,94.15733233333333,34.84626619047619,34.84626619047619,-0.12374736004761903,-0.0049815347452380945,-0.0011819966333333324,0.007997024317142854,0.005318586108571428,-0.007105774859999999,62642.817523809535,70639.30428571429,0.9400000155215387,13173.290476190477,191.1549380952381,-201.6430857142857,-195.81357285714282,-67.45493333333332,21.670880952380962,0.1285199070847851,0.0018649262253193962,-0.001967249616724739,-0.0019103763205574912,-0.0006580969105691057,0.00021142322880371672,1705863.8095238095,153795.7619047619,153795.7619047619,1705863.8095238095,72052.33809523813,18790.0,0.9395000125030804,1.0002976384049558,1.0002976384049558
47,"[19000.879, 19404.727)",19210000.0,19210.0,0.9994622925000002,-0.046646311399999994,16.641425449999996,1.499178825,21.10691825,18.140604200000002,-4.465492865,73548.88835000001,95.15229390000002,34.6672739,34.6672739,-0.12238713715,-0.0055686422395,-0.01198315511,0.007752586285000002,-0.0012012249449999987,0.010630186089999999,64121.21704999999,69394.74905,0.9605000170290511,13365.38,-30.878300000000014,24.924179999999996,-231.27845500000004,119.02836150000003,-1.8884117000000047,0.1303939512195122,-0.0003012517073170732,0.00024316273170731697,-0.002256375170731707,0.0011612523073170735,-1.8423528780487837e-05,1705762.5,153729.75,153729.75,1705762.5,73438.76,19200.0,0.9600000140105927,0.999868292682927,0.999868292682927
48,"[19404.727, 19808.576)",19610000.0,19610.0,0.9996968245,-0.045426075812499994,16.641509550000002,1.4995306,21.106519399999993,18.14104005,-4.465009850000001,74682.98075,96.122988,34.492226,34.492226,-0.11603594449999999,-0.012908829895000001,-0.007333453175999999,0.006713397036999998,8.31079050000006e-05,-0.004384007499999999,65543.38950000002,68150.11845,0.9805000162048986,13997.244999999999,223.58555500000003,-223.355085,-63.71567700000001,107.47556790000002,-118.79745649999998,0.13655848780487806,0.002181322487804878,-0.002179074,-0.0006216163609756097,0.0010485421258536586,-0.001158999575609756,1705779.0,153721.85,153721.85,1705779.0,74609.07499999998,19600.0,0.9800000131864401,0.9998169105691058,0.9998169105691058
49,"[19808.576, 20212.424)",20010000.0,20010.0,1.0000033285000003,-0.05101474235000001,16.6430721,1.499990355,21.10765875,18.1430625,-4.4645866750000005,75648.71320000001,97.09368215,34.3198173,34.3198173,-0.12885879579999998,-0.003080137395,-0.021105293255,-0.0008222454570000002,0.0010801640549999996,0.0037432565060000005,66978.90829999998,66911.63565000001,1.0005000164109368,14230.460000000001,129.7892075,-129.1571365,-16.705379999999998,96.28081315,-9.130170000000001,0.138833756097561,0.0012662361707317072,-0.0012600696243902437,-0.00016297931707317086,0.0009393250063414633,-8.907482926829244e-05,1705895.0,153763.65,153763.65,1705895.0,75624.88,20000.0,1.0000000133924782,1.000088780487805,1.000088780487805
50,"[20212.424, 20616.273)",20410000.0,20410.0,0.9993938360000001,-0.045587403155,16.6416606,1.49907613,21.107236649999997,18.14073685,-4.46557607,77051.83105000001,98.06437629999999,34.14798470000001,34.14798470000001,-0.12946059255,-0.004035053535000001,-0.0032665633549999996,0.006727436155,0.0013216622490000002,-0.0022860394560000005,68402.70534999999,65654.2294,1.0205000166169746,14709.734999999997,-2.9264899999999985,-8.391109999999998,-71.30735,61.5286115,-128.97406999999995,0.14350960975609753,-2.8551121951219446e-05,-8.186448780487794e-05,-0.0006956814634146341,0.0006002791365853659,-0.0012582836097560974,1705808.0,153724.45,153724.45,1705808.0,76916.44500000002,20400.0,1.0200000135985166,0.9998338211382114,0.9998338211382114
51,"[20616.273, 21020.121)",20820000.0,20820.0,0.9997968447619047,-0.047062307242857135,16.643187666666666,1.4996806523809523,21.107454761904762,18.142868238095236,-4.464267061904762,78017.45757142857,99.0593378095238,33.97656547619047,33.97656547619047,-0.14021761333333332,-0.000679664852380953,-0.00028964389047619096,0.008268324842380952,0.002268565706666666,0.011628836054761905,69858.81295238096,64355.76171428572,1.0410000169471263,14843.038095238098,-133.99038190476188,118.82747000000002,-156.73399523809525,72.04294761904761,-238.20763809523808,0.14481012775842045,-0.0013072232380952381,0.0011592923902439024,-0.0015291121486643434,0.000702858025551684,-0.0023239769570267133,1705859.5238095238,153730.14285714287,153730.14285714287,1705859.5238095238,78042.75238095238,20810.0,1.040500013928668,0.9998708478513356,0.9998708478513356
52,"[21020.121, 21423.97)",21230000.0,21230.0,1.0003886929999999,-0.050285307625,16.64070495,1.5005684,21.1073619,18.141273350000002,-4.466657015,79358.42025000001,100.0542993,33.80298,33.80298,-0.14483384530000004,-0.0158010745,0.009778996795,0.003072987485,0.0114795398015,0.004723959504249998,71350.573,63082.49915,1.0615000168848243,15618.405000000002,109.21193000000001,-130.421835,-44.80365,137.84,-248.40054500000002,0.15237468292682926,0.001065482243902439,-0.0012724081463414637,-0.0004371087804878048,0.0013447804878048777,-0.002423419951219513,1705836.0,153721.45,153721.45,1705836.0,79252.775,21220.0,1.061000013866366,0.9998143089430895,0.9998143089430895
53,"[21423.97, 21827.818)",21630000.0,21630.0,0.9998867055,-0.038613324986,16.643099550000002,1.499815425,21.106659799999996,18.142915,-4.463560275000001,80332.78275,101.024993,33.6472598,33.6472598,-0.13703218244999998,0.012062627729999999,0.009129578889999998,0.0010705016250000005,0.002418338829999999,0.010047436199999999,72827.51675,61850.8306,1.081500007819147,16057.704999999998,-183.693165,173.1363815,-93.75972350000002,-8.552375000000003,-57.235958,0.15666053658536583,-0.0017921284390243902,0.0016891354292682924,-0.0009147290097560976,-8.343780487804881e-05,-0.0005583995902439025,1705876.0,153697.35,153697.35,1705876.0,80379.35,21620.0,1.0810000048006885,0.9996575609756098,0.9996575609756098
54,"[21827.818, 22231.667)",22030000.0,22030.0,1.0003084384999998,-0.038226768040000005,16.6419874,1.5004480299999998,21.10708125,18.142435349999992,-4.465093749999999,81515.67265,101.99568749999999,33.4842331,33.4842331,-0.13428763319999998,0.016533191604999997,0.0030741372800000026,-0.00561909585,-0.0012368847090499999,-0.005581107265000001,74297.23004999998,60604.38605000001,1.1015000152365195,16268.210000000001,-87.55695999999999,85.09652099999998,-73.63111350000001,115.6062305,-140.89948900000002,0.15871424390243902,-0.0008542142439024391,0.0008302099609756098,-0.0007183523268292684,0.001127865663414634,-0.0013746291609756096,1705848.5,153716.15,153716.15,1705848.5,81522.98000000001,22020.0,1.1010000122180608,0.9997798373983737,0.9997798373983737
55,"[22231.667, 22635.515)",22430000.0,22430.0,1.000546088,-0.0453731364,16.643159500000003,1.50080449,21.106970699999998,18.14396415,-4.463811135000001,82484.13424999999,102.96638150000001,33.32706914999999,33.32706914999999,-0.13256703920000004,0.0017637784140000033,-0.005316148154999999,-0.0022480287784999993,-0.0029643596150000008,0.0029164481600000005,75768.82334999999,59351.318650000016,1.1215000123519856,16322.654999999999,28.214195999999998,-28.717772999999994,84.328025,49.76498000000001,-141.79372,0.15924541463414635,0.00027526044878048775,-0.00028017339512195126,0.0008227124390243902,0.000485512,-0.0013833533658536587,1705968.0,153787.15,153787.15,1705968.0,82457.73999999999,22420.0,1.1210000093335273,1.00024162601626,1.00024162601626
56,"[22635.515, 23039.364)",22830000.0,22830.0,1.0012635829999998,-0.04871503938,16.643449550000003,1.50188073,21.107689699999998,18.145330300000005,-4.46424017,83463.77565,103.93707650000002,33.17209379999999,33.17209379999999,-0.14812324844999997,0.012543136719999997,-0.010565007045000002,0.005624961286000001,0.004309937405,-0.0005897276957499996,77213.00585,58070.237349999996,1.1415000300712643,17069.015000000003,6.443887000000004,5.021364500000002,-173.47679999999997,144.60185,-45.845326500000006,0.16652697560975613,6.286719024390248e-05,4.8988921951219584e-05,-0.0016924565853658538,0.0014107497560975615,-0.00044727147804878036,1705961.0,153778.7,153778.7,1705961.0,83593.26999999999,22820.0,1.1410000270528058,1.0001866666666668,1.0001866666666668
57,"[23039.364, 23443.212)",23240000.0,23240.0,0.9993611047619045,-0.06115465357142856,16.642235095238096,1.499027033333333,21.106655857142854,18.14126214285714,-4.464420776190475,85022.42576190477,104.9320376190476,33.01665776190476,33.01665776190476,-0.15914683604761906,-0.004497417425238095,-0.019819707595238094,0.0039044665390476187,-0.014976467085714283,0.003538626895238094,78693.02004761905,56750.76538095238,1.1620000223561178,17326.42380952381,-14.873105238095226,11.774576190476193,-76.68892333333335,23.78315476190476,-21.91834761904763,0.16903828106852498,-0.0001451034657375145,0.00011487391405342625,-0.000748184617886179,0.0002320307781649244,-0.00021383753774680578,1705894.2857142857,153739.14285714287,153739.14285714287,1705894.2857142857,84839.99047619046,23230.0,1.1615000193376592,0.9999293844367015,0.9999293844367015
58,"[23443.212, 23847.061)",23650000.0,23650.0,0.999504269,-0.048460226890000006,16.642947049999997,1.4992417800000004,21.107039150000006,18.142188700000002,-4.46409214,86062.5656,105.926999,32.85903895,32.85903895,-0.15368271039999998,0.015934716835,-0.007632688194999998,0.0025139836765000006,-0.0009871447984999987,0.001628853235000001,80209.13999999998,55450.802349999976,1.1825000200372076,17560.295000000006,-53.14009500000001,45.54457000000001,-156.35627200000002,36.113679999999995,-48.95797499999999,0.17131995121951218,-0.000518439951219512,0.000444337268292683,-0.001525427043902439,0.0003523285853658536,-0.000477638780487805,1705933.5,153762.65,153762.65,1705933.5,85913.49999999999,23640.0,1.182000017018749,1.0000822764227641,1.0000822764227641
59,"[23847.061, 24250.909)",24050000.0,24050.0,1.00018413,-0.06173765724999999,16.6435212,1.500261565,21.10758195,18.14378275,-4.464060705,86994.80855,106.89769299999998,32.710331,32.710331,-0.17007938649999993,-0.0064927076799999985,-0.008640878285,-0.0202749837145,-0.0026385693511499996,-0.0028765254215,81692.89365000001,54178.6291,1.202500017152674,17976.09,131.13998199999997,-143.758292,66.368715,-117.30556999999999,-118.11650999999998,0.17537648780487805,0.001279414458536585,-0.001402519921951219,0.0006474996585365855,-0.001144444585365854,-0.0011523561951219516,1705922.0,153744.9,153744.9,1705922.0,87038.04000000001,24040.0,1.2020000141342155,0.9999668292682926,0.9999668292682926
60,"[24250.909, 24654.758)",24450000.0,24450.0,0.9996660705000002,-0.052985263049999995,16.644302850000003,1.4994844699999998,21.1070863,18.14378735,-4.462783355,88084.06450000001,107.86838750000001,32.56602125,32.56602125,-0.17155210290000003,0.00836191714,0.004234396205,-0.009949601074999998,0.0030805347595,0.005107236959999999,83169.8045,52895.085999999996,1.2225000245700466,18557.965,-48.718545000000006,39.536680000000004,-53.69203,-113.271175,-62.70293400000001,0.1810533170731707,-0.00047530287804878075,0.0003857237073170731,-0.0005238246829268292,-0.0011050846341463417,-0.0006117359414634147,1705915.5,153723.5,153723.5,1705915.5,88155.22,24440.0,1.222000021551588,0.9998276422764227,0.9998276422764227
61,"[24654.758, 25058.606)",24850000.0,24850.0,1.000560134,-0.06096574723499999,16.643298249999997,1.5008255750000001,21.10703175,18.1441238,-4.4637334200000005,89134.54569999999,108.83908150000002,32.4201219,32.4201219,-0.16670710699999997,0.0005286681599999982,-0.016718802999999997,0.004063229457,0.002921554365000001,0.0020416009149999996,84602.06640000001,51578.1909,1.2425000216855129,18780.38,31.38941000000001,-15.704775000000021,-126.07706149999999,-119.06155000000001,-107.3460775,0.18322321951219517,0.00030623814634146327,-0.00015321731707317084,-0.0012300201121951222,-0.0011615760975609757,-0.0010472788048780488,1705966.0,153742.6,153742.6,1705966.0,89171.42000000001,24840.0,1.2420000186670541,0.9999518699186989,0.9999518699186989
62,"[25058.606, 25462.455)",25260000.0,25260.0,0.9993387895238096,-0.061263591628571416,16.643288952380953,1.4989935523809526,21.107687428571428,18.14228247619048,-4.4643985285714285,90428.52357142855,109.83404333333336,32.26940123809525,32.26940123809525,-0.1760692126666666,-0.0009589369642857136,-0.006762624900000002,0.002293329792380952,-0.002456597133333333,-0.007258738161904764,86068.54961904763,50223.53938095238,1.263000028687375,19035.666666666664,13.399059523809523,-40.43627619047619,-107.24907619047619,138.9428523809524,4.039761428571426,0.18571382113821136,0.00013072253193960505,-0.00039450025551684075,-0.0010463324506387918,0.001355540023228804,3.941230662020905e-05,1705865.7142857143,153713.61904761905,153713.61904761905,1705865.7142857143,90405.74285714286,25250.0,1.2625000256689165,0.9997633759194733,0.9997633759194733
63,"[25462.455, 25866.303)",25670000.0,25670.0,1.0006583365,-0.04719823194999999,16.6433879,1.50097287,21.1067733,18.144360849999995,-4.4633853000000006,91315.30034999999,110.82900400000003,32.1217348,32.1217348,-0.15120617990000002,0.007111193720000001,0.0025002905599999996,0.0008966666350000001,-0.013603554848999999,0.0011966111250000001,87537.14615000002,48866.527949999996,1.2835000116514563,19611.550000000003,-86.716615,101.16493000000001,-112.164055,11.859224999999999,-65.84711750000001,0.19133219512195124,-0.0008460157560975611,0.0009869749268292683,-0.0010942834634146343,0.00011569975609756087,-0.0006424109024390244,1705982.5,153759.05,153759.05,1705982.5,91343.63500000001,25660.0,1.2830000086329976,1.000058861788618,1.000058861788618
64,"[25866.303, 26270.152)",26070000.0,26070.0,0.9999200785000001,-0.06833535958,16.642241,1.499865495,21.10712705,18.14210655,-4.46488603,92614.85334999999,111.7996985,31.985628600000005,31.985628600000005,-0.18330289905,-0.008032872350000001,-0.013670307045999997,-0.0022255788907499996,-2.1420409000000654e-05,-0.0008518550870000002,88981.8342,47545.500349999995,1.3035000190688284,20289.325000000004,-47.571180000000005,42.393964999999994,-325.84125499999993,18.683069999999997,-255.71185100000002,0.19794463414634147,-0.00046410907317073166,0.00041359965853658535,-0.003178939073170732,0.00018227385365853668,-0.0024947497658536584,1705955.0,153717.6,153717.6,1705955.0,92481.08,26060.0,1.3030000160503699,0.9997892682926828,0.9997892682926828
65,"[26270.152, 26674.0)",26470000.0,26470.0,0.9998996344999999,-0.05842509485499999,16.643427650000007,1.4998348200000002,21.107177650000004,18.1432624,-4.463749865,93558.83684999999,112.77039250000003,31.848512700000004,31.848512700000004,-0.18415685600000004,0.004613367812500001,0.004268206005000001,0.003956875815000001,0.0015163136499999996,-0.0012186729399999987,90435.54515,46225.528300000005,1.323500016184295,20481.395000000004,-248.95207199999996,258.8329565,-236.161965,-3.0399299999999814,74.71106499999999,0.19981848780487804,-0.0024288007024390245,0.0025251995756097557,-0.0023040191707317074,-2.9657853658536428e-05,0.0007288884390243904,1706023.5,153756.4,153756.4,1706023.5,93436.51,26460.0,1.3230000131658364,1.0000416260162601,1.0000416260162601
66,"[26674.0, 27077.848)",26870000.0,26870.0,1.0001443465000002,-0.05233876158499999,16.64357175,1.5002018749999997,21.107605500000002,18.143773600000003,-4.464033779999999,94564.9398,113.74108699999996,31.711921199999995,31.711921199999995,-0.17456626409999998,0.0023600920099999994,0.015189887665000002,0.011708489584999999,0.0096131364635,-6.915012499999953e-05,91886.97015,44900.27385,1.3435000236016672,21121.75,-135.813015,111.29861500000001,-336.88590099999993,-190.67433950000003,-62.903387499999994,0.2060658536585366,-0.0013250050243902437,0.0010858401463414635,-0.003286691717073171,-0.0018602374585365855,-0.0006136915853658536,1706023.5,153750.0,153750.0,1706023.5,94500.995,26860.0,1.3430000205832089,0.9999999999999998,0.9999999999999998
67,"[27077.848, 27481.697)",27280000.0,27280.0,0.9995553052380951,-0.050746293209523806,16.643664380952384,1.4993183190476191,21.107540952380955,18.14298280952381,-4.463876633333333,95723.96019047621,114.73604857142858,31.572401857142857,31.572401857142857,-0.17405808728571426,0.01700538799047619,0.0048138213657142855,0.0055881774999999995,0.00046601606666666706,-0.009544654980952381,93445.07838095239,43570.84004761905,1.3640000252072926,21144.94285714286,126.44676047619048,-132.13927142857142,-89.28749904761905,9.852457142857144,-130.86787666666666,0.20629212543554007,0.0012336269314750293,-0.0012891636236933796,-0.0008710975516840882,9.612153310104527e-05,-0.0012767597723577235,1705915.7142857143,153696.85714285713,153696.85714285713,1705915.7142857143,95740.62380952381,27270.0,1.3635000221888343,0.9996543554006969,0.9996543554006969
68,"[27481.697, 27885.545)",27690000.0,27690.0,0.9992871245,-0.06557610205,16.644041650000002,1.498916065,21.107710600000004,18.14295775,-4.463668965,96798.39375000002,115.7310095,31.438898849999994,31.438898849999994,-0.18418916650000003,-0.009214292534999996,-0.0033248466849999992,-0.005548296654999999,0.00416708365785,-0.006170970904999999,94979.49970000001,42224.39109999999,1.3845000135676107,22133.625000000007,8.481795000000004,-14.538174000000021,-13.34687249999999,-95.650385,-184.75246499999997,0.21593780487804878,8.274921951219513e-05,-0.00014183584390243907,-0.0001302133902439025,-0.0009331744878048779,-0.001802463073170731,1705975.5,153745.2,153745.2,1705975.5,96704.165,27680.0,1.3840000105491523,0.9999687804878048,0.9999687804878048
69,"[27885.545, 28289.394)",28090000.0,28090.0,0.9996303119999999,-0.060002172549999996,16.64351185,1.49943085,21.106551700000004,18.142942599999998,-4.463039890000001,97843.37460000001,116.70170350000001,31.309505449999996,31.309505449999996,-0.19153224650000003,0.00466889601,0.006856832709999999,-0.002451902225,0.009623320949999998,-8.0492515e-05,96457.99724999999,40897.40945,1.404500010683077,22243.644999999997,29.401740499999995,-62.826375,38.029354999999995,-14.541,42.139749999999985,0.21701117073170734,0.0002868462487804878,-0.000612940243902439,0.00037101809756097555,-0.0001418634146341464,0.00041111951219512214,1706004.0,153748.15,153748.15,1706004.0,97716.45999999999,28080.0,1.4040000076646184,0.9999879674796748,0.9999879674796748
