,Step,Time,Temp,Press,PotEng,KinEng,E_bond,TotEng,E_pair,Ecouple,Lx,Ly,Lz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz,CPU,CPULeft,v_shear,c_pe_polymer,c_ke_polymer,c_ebond_polymer,c_pe_filler,c_ke_filler,c_ebond_filler,c_pxy_polymer[1],c_pxy_polymer[2],c_pxy_polymer[3],c_pxy_filler[1],c_pxy_filler[2],c_pxy_filler[3],c_ke_total,c_pe_total,c_pxx_polymer[1],c_pxx_polymer[2],c_pxx_polymer[3],c_pxx_filler[1],c_pxx_filler[2],c_pxx_filler[3],v_pxx,v_pyy,v_pzz,v_pxy,v_pxz,v_pyz,v_Ly,Time_shift,v_shear_shift,Lx_shift,v_temp_avg,c_temp_polymer,c_temp_filler
75,1520000,1520,1.0019533999999999,-0.033873613,7.595705199999999,1.5029233999999998,10.396317,9.098628699999999,-2.8006113,-135665.43,59.206903000000004,59.206903000000004,59.206903000000004,-0.065667892,0.06672329099999999,-0.10267624,-0.10437991,-0.0028619078999999998,0.013681789,12234.83,19962.091,0.00624124846383411,1675870.0,153717,2163510.0,41102.3,185441,185863,-159.477,219.812,-5290.97,14535.7,-6670.08,4987.68,339158,1716972.3,20674.0,20773.4,19544.5,-19424.3,-22582.9,-19077.9,0.005530135410213297,-0.008007345782812638,0.0020647844942030206,0.06361723603858749,-0.028543534826090806,-0.0013421099212319672,59.1962,1510.0,0.0066266517130364674,59.22958,1.0005546213529222,0.9997853658536585,1.0011931756829715
76,1540000,1540,1.0010033999999999,0.060441807,7.5888732,1.5014985,10.391774,9.090371699999999,-2.8029009,-133798.84,59.201664,59.201664,59.201664,-0.10986371,0.18636931,0.10481982,-0.033002157000000004,0.12740304,0.047651825999999994,12397.764,19804.22,0.0061522098951269245,1674710.0,153616,2163110.0,40723.5,185190,185466,-452.436,1921.9,1175.3,7015.41,1994.44,-7842.5,338806,1715433.5,18986.3,20062.7,19132.6,-17197.8,-23061.0,-18043.9,0.007914417205062394,-0.013267988317550222,0.004817682980794748,0.029042278077705992,0.017330471723161343,-0.029503495884591557,59.1968,1530.0,0.006537613144329282,59.224340999999995,0.9995161813729828,0.9991284552845529,0.9998380304502753
77,1560000,1560,0.99685907,0.16276041,7.588524700000001,1.495282,10.3945,9.0838067,-2.8059755,-132315.84,59.178971999999995,59.178971999999995,59.178971999999995,0.079340891,0.26669276,0.14224757,-0.09235430900000001,0.045322445999999995,0.091059913,12561.631000000001,19647.678,0.005766551715874621,1674150.0,153354,2163150.0,40361.9,184899,185226,-1069.72,-2382.89,718.034,-383.80300000000005,-7237.99,-614.265,338253,1714511.9,18821.9,18396.1,19131.2,-16245.6,-20979.9,-18954.3,0.011400566421807245,-0.011433755199575197,0.0007828126382865805,-0.006432086910346049,-0.042574033100274356,0.00045919550402690504,59.1872,1550.0,0.006151954965076979,59.20164899999999,0.9978847685635897,0.9974243902439024,0.9982669258179462
78,1580000,1580,0.9985465,0.11952148,7.591896,1.4978131000000001,10.395221000000001,9.0897091,-2.8033248,-133646.21,59.187309,59.187309,59.187309,0.11412501,0.082711809,0.16172763,0.0017465129,-0.028011132999999997,0.05072828099999999,12722.995,19487.119,0.005908241837522218,1674730.0,154020,2163330.0,40502.1,184866,185257,643.664,-1694.31,-597.7719999999999,12017.6,-6393.03,-6776.66,338886,1715232.1,18609.3,18695.0,18257.5,-16811.4,-21026.6,-17646.4,0.007956013806531543,-0.010317727232498445,0.002704221612532076,0.056028250287636076,-0.0357878573325073,-0.032633117975042036,59.1874,1570.0,0.006293645086724576,59.209985999999994,0.9997521904593327,1.0017560975609756,0.9980887593132491
79,1600000,1600,1.000204,0.044383244,7.5928569,1.5002993999999998,10.394302,9.0931563,-2.8014449,-134432.95,59.192071,59.192071,59.192071,-0.027747134,0.18277346,-0.021876594,-0.089924445,-0.011936941999999999,0.0020229703,12884.923999999999,19327.386000000002,0.005989173630647494,1675090.0,153773,2163510.0,40796.7,185249,185473,857.3989999999999,934.1260000000001,-24.4016,10061.9,2486.9,8803.19,339022,1715886.7,18757.2,18799.9,18186.9,-16526.7,-20380.2,-18817.2,0.009870342508186565,-0.006993096734224265,-0.002789184883618016,0.048319758385697846,0.015138622886981151,0.03884763430392071,59.1884,1590.0,0.006374576879849852,59.21474799999999,1.0001534059061274,1.000149593495935,1.0001565705647337
80,1620000,1620,0.99957572,-0.082928011,7.5868828,1.4993569,10.389324,9.0862398,-2.8024412,-132880.23,59.189268000000006,59.189268000000006,59.189268000000006,-0.10307452,-0.020580885,-0.12512863,-0.023102024,0.066903505,0.049864532,13047.077,19167.928,0.005941535702018849,1674540.0,153636,2163210.0,40349.2,184776,184964,-1721.11,-1183.95,-2119.22,-5701.85,-6830.22,-7287.08,338412,1714889.2,17910.6,19149.2,18449.2,-17702.6,-18812.2,-18629.8,0.0009204354367643154,0.0014912824143729533,-0.0007991857686520866,-0.03284786264271174,-0.03546406761660324,-0.041624480042481635,59.1898,1610.0,0.006326938951221207,59.211945,0.9983538366227099,0.9992585365853659,0.9976028506640752
81,1640000,1640,1.0005534,-0.11803914,7.5955875,1.5008235,10.395904,9.096411,-2.8003167,-135182.19,59.193619999999996,59.193619999999996,59.193619999999996,-0.09005306099999999,-0.12860085,-0.13546351,0.051844182,0.07680061,0.073289103,13208.069,19006.733,0.00601549940711764,1675330.0,154452,2163520.0,40765.5,185047,185347,-2187.09,2249.99,207.293,-5002.71,-14808.8,-3808.94,339499,1716095.5,19089.4,19564.3,18488.9,-18472.4,-20673.2,-18306.0,0.002730330117709532,-0.004907071422249763,0.0008093636605009357,-0.0318160899194619,-0.05557487388264448,-0.015937901584210993,59.1907,1630.0,0.0064009026563199975,59.21629699999999,1.0015606100834882,1.0045658536585367,0.9990659755965878
82,1660000,1660,1.0001906999999999,0.008022254599999999,7.5893326,1.5002795,10.393047,9.0896121,-2.8037139,-133653.79,59.191155,59.191155,59.191155,-0.038114332,0.078263202,-0.016082106000000002,-0.054197290999999995,-0.065926768,0.052466924000000005,13370.896,18848.131,0.00597360590227654,1674890.0,154373,2163360.0,40163.4,184660,184888,-1007.06,-3602.91,2095.4,-727.82,1716.36,-4799.84,339033,1715053.4,17959.4,18657.5,18179.9,-16780.7,-19953.7,-18073.4,0.005215948314010093,-0.00573590583237455,0.0004712806443048057,-0.0076771395698734405,-0.00834830515974865,-0.011967607752898487,59.1931,1650.0,0.006359009151478898,59.213832,1.0001858571555005,1.0040520325203253,0.9969765684051398
83,1680000,1680,1.0034542,-0.032167065,7.5880532999999994,1.5051746000000001,10.389682,9.0932279,-2.8016287,-134478.7,59.191074,59.191074,59.191074,0.0067845223,-0.018642124,-0.08464359199999999,0.046033488,0.053167115,0.048027960999999994,13533.248,18688.772,0.005972229280007897,1675310.0,154529,2163430.0,40212.1,184832,185082,-2201.69,196.257,-4157.83,-4355.07,-1646.57,5643.45,339361,1715522.1,18261.2,18327.6,18599.2,-17694.4,-19205.7,-18571.4,0.0025081865651827564,-0.003885742101070901,0.0001230197362598428,-0.02901478006903266,-0.006417882113461368,0.006574121603681741,59.1881,1670.0,0.006357632529210255,59.213750999999995,1.0011534944095348,1.0050666666666666,0.9979051938235611
84,1700000,1700,1.0002079,0.04405399,7.5908137,1.5003052,10.395579,9.0911189,-2.8047652999999997,-133995.52,59.182165000000005,59.182165000000005,59.182165000000005,0.073536545,0.074652698,-0.016027273999999998,0.07529139900000001,0.023222048999999998,0.054941875,13696.181999999999,18530.128,0.0058208178257968925,1674690.0,154022,2163450.0,40491.7,185200,185477,3817.33,-209.015,-1761.43,-9627.49,-4300.36,4332.42,339222,1715181.7,18383.8,18887.8,18081.2,-18032.3,-19502.9,-17690.0,0.0015554473847243118,-0.002721922294008329,0.0017311266483759657,-0.025710947871493053,-0.01995475263297637,0.011377068767147534,59.1878,1690.0,0.00620622107499925,59.204842,1.000743428622002,1.001769105691057,0.9998920203001836
85,1720000,1720,0.99613146,-0.21364821,7.5910632,1.4941906,10.394501,9.0852538,-2.8034379,-132666.04,59.192863,59.192863,59.192863,-0.22643426,-0.32137174,-0.093138619,-0.0054730796,0.030184943,-0.050763615,13859.466,18371.85,0.006002633937274029,1674980.0,153324,2163480.0,40178.1,184614,185016,3835.07,-2924.48,1087.48,-1706.75,-13644.0,10320.8,337938,1715158.1,19006.1,19677.2,18685.9,-17665.6,-20449.4,-19070.5,0.005931940879723869,-0.0034171165589875242,-0.0017019205239401653,0.009418178599876096,-0.07331834675635011,0.05048358261793078,59.1881,1710.0,0.0063880371864763865,59.21554,0.9969554827860873,0.9972292682926829,0.9967282150955621
86,1740000,1740,1.0006809,0.047658026,7.5922982,1.5010146999999998,10.393782,9.0933129,-2.801484,-134482.66,59.196707999999994,59.196707999999994,59.196707999999994,-0.062669703,0.23403285,-0.028389072,0.0087514431,0.064433491,0.024027617999999997,14023.43,18214.34,0.006067981006691502,1674930.0,154120,2163250.0,40746.5,185114,185434,198.271,-945.842,-2063.31,-8552.25,820.65,-8938.05,339234,1715676.5,17949.3,18580.6,19186.0,-18321.5,-20674.4,-16724.6,-0.0016470484113638407,-0.009265421718736185,0.010892114346402342,-0.03696778033454288,-0.0005539959288432605,-0.04868289229135321,59.1918,1730.0,0.006453384255893859,59.21938499999999,1.0007788299849545,1.0024065040650407,0.9994277075909729
87,1760000,1760,0.99708193,0.07300899799999999,7.585546099999999,1.4956163,10.390851,9.0811624,-2.8053049,-131742.26,59.186330000000005,59.186330000000005,59.186330000000005,0.15595027,0.07886016,-0.015783435,0.03965205,0.02225168,-0.052356042,14189.423999999999,18059.267,0.005891603402942387,1674760.0,153608,2163420.0,39744.5,184021,184423,-1610.86,-3016.51,-68.1797,5008.54,-2146.91,3079.26,337629,1714504.5,18355.3,19885.5,19998.2,-17994.3,-22451.8,-17342.0,0.0015974865032303744,-0.011356314718116644,0.011754137534295073,0.015035312859545093,-0.0228490131870077,0.013324543322417913,59.1918,1750.0,0.006277006652144745,59.209007,0.9960438976900611,0.9990764227642276,0.9935266169960048
88,1780000,1780,1.0017684,-0.10642741,7.5887058000000005,1.502646,10.390933,9.091351800000002,-2.8022276,-134044.29,59.196711,59.196711,59.196711,-0.14390339,-0.12734116,-0.048037687999999995,0.065946972,0.06797907,0.0015477597,14353.8,17901.93,0.006068031992701563,1675180.0,154440,2163700.0,40132.8,184735,184930,1872.39,490.699,473.157,4669.51,-9089.87,3332.24,339175,1715312.8,18637.7,18731.7,19116.5,-17510.9,-21189.8,-18212.2,0.004986281971855913,-0.010877511284184434,0.004001681564740239,0.02894902203734844,-0.038052796707673246,0.016839530046906807,59.1917,1770.0,0.006453435241903921,59.219387999999995,1.0006047732837713,1.0044878048780488,0.9973814922794515
89,1800000,1800,1.0019514,0.054070355,7.589734299999999,1.5029205,10.392605,9.092654699999999,-2.8028705,-134344.87,59.187302,59.187302,59.187302,-0.028728322,0.15967245,0.031266936,0.033751605,0.02186053,-0.020876318999999997,14517.698999999999,17743.854,0.00590812287016573,1675380.0,154456,2163650.0,40225.9,184684,185098,-1040.83,1658.89,1118.23,12744.6,9566.19,8537.8,339140,1715605.9,18604.0,19115.3,19644.8,-17026.1,-22403.5,-17875.2,0.006982476325338532,-0.014550845207540493,0.007830781485087169,0.0517911762102841,0.04967289140631914,0.042729577838746785,59.1957,1790.0,0.006293526119368088,59.209979,1.0005015193084934,1.0045918699186993,0.9971061440449196
90,1820000,1820,0.99739466,0.056206103,7.587800200000001,1.4960854,10.392445,9.0838855,-2.8046451,-132360.02,59.182359,59.182359,59.182359,0.069613863,0.096495985,0.0025084614,0.076330966,0.07780173,0.088768974,14683.162,17587.523,0.005824114921106798,1674380.0,154057,2163430.0,39812.6,184511,184754,-861.424,3183.61,-1335.49,5343.04,2096.3,-12452.0,338568,1714192.6,18958.4,19030.1,18981.0,-16916.4,-22737.0,-17723.1,0.009036197893618904,-0.016403664041065587,0.005566421807239585,0.019831914328701655,0.023364501283299408,-0.06101199221170015,59.1919,1810.0,0.0062095181703091555,59.20503599999999,0.9988140543410922,1.0019967479674796,0.9961721196415073
91,1840000,1840,1.0015985,0.028867188,7.588961599999999,1.5023912,10.392484,9.091352800000001,-2.8035228,-134041.94,59.18805699999999,59.18805699999999,59.18805699999999,-0.12393314,0.15850692,0.052027780999999995,-0.059814109000000004,-0.031061801,0.013334235,14847.447,17429.612,0.005920954349336006,1674770.0,154315,2163400.0,40529.2,184885,185265,-266.353,666.8389999999999,2319.4,6415.24,-6014.88,1227.5,339200,1715299.2,18857.1,19573.0,18951.8,-17648.6,-20773.0,-18660.5,0.005347818391008054,-0.00531020444287105,0.0012890521285069444,0.02720987255509337,-0.02366599256571378,0.015695636782016107,59.19,1830.0,0.006306357598538364,59.21073399999999,1.0006785261232558,1.0036747967479676,0.9981913400280747
92,1860000,1860,0.99887418,-0.035900949,7.5917432,1.4983046,10.394408,9.0900479,-2.8026652000000003,-133752.79,59.188016000000005,59.188016000000005,59.188016000000005,0.0079895499,-0.074897965,-0.040794432,0.007972628399999999,-0.09826703699999999,0.037733842000000004,15009.986,17269.554,0.005920257540533563,1674660.0,153844,2163490.0,40499.0,185144,185346,971.06,583.5790000000001,-601.4830000000001,5313.2,3426.49,-7733.02,338988,1715159.0,18766.1,19431.7,19048.5,-18601.3,-21695.0,-17586.4,0.0007292680768209544,-0.010015488096291703,0.006470041596601463,0.027808921143464026,0.01774523851668289,-0.03688159571643509,59.1878,1850.0,0.006305660789735921,59.210693,1.0000531020444288,1.0006113821138212,0.9995896771406975
93,1880000,1880,0.99634993,-0.010682636,7.5882822,1.4945183000000002,10.392855,9.082800500000001,-2.804573,-132110.55,59.182444999999994,59.182444999999994,59.182444999999994,-0.080387782,-0.0076362566,0.055976132000000005,-0.069472456,0.042357680999999994,-0.028633852,15173.378999999999,17110.407,0.005825576520058594,1674850.0,153174,2163370.0,39986.1,184521,184787,1901.86,4164.55,357.399,8550.38,-5394.95,6932.75,337695,1714836.1,18777.2,18727.8,18632.3,-18154.8,-20426.7,-17005.0,0.002754226037702458,-0.007517921939994696,0.0072010797415700475,0.04625294273829542,-0.005444729622090449,0.032260151340826625,59.1873,1870.0,0.006210979769260952,59.20512199999999,0.9962386051862997,0.9962536585365853,0.9962261094914157
94,1900000,1900,1.0001668,-0.031730817,7.592369000000001,1.5002436000000001,10.397134,9.092612599999999,-2.8047654,-134320.91,59.173873,59.173873,59.173873,-0.08377074400000001,-0.031972876000000004,0.020551168,-0.060409823,0.1037012,0.004114940399999999,15339.196000000002,16953.848,0.005679892494298528,1674390.0,154268,2163480.0,40762.4,185326,185717,-130.224,1141.2,-1307.84,-3939.31,-17206.7,-7663.11,339594,1715152.4,18082.9,18324.1,19030.5,-17380.1,-20219.8,-17980.6,0.003110009735374825,-0.008388795468625546,0.00464598637047527,-0.018008381272678998,-0.07109257456412071,-0.0396979821223117,59.1808,1890.0,0.006065295743500886,59.196549999999995,1.0018408708735287,1.003369105691057,1.0005722924090272
95,1920000,1920,1.0037033000000002,0.081981706,7.5902842999999995,1.5055483,10.394682000000001,9.0958326,-2.8043976,-135045.0,59.187429,59.187429,59.187429,0.10490115,0.10455525,0.036488723,0.13283556,0.10113841,0.036031884,15504.941,16797.02,0.005910281277920211,1674980.0,154136,2163480.0,40688.8,185627,185888,-3855.77,20.1719,-2668.64,-6209.12,4548.27,1016.27,339763,1715668.8,18207.8,18897.1,19028.4,-17074.9,-20015.5,-18475.9,0.005013275511107168,-0.004949110540755825,0.002444906628905213,-0.04453885299584034,0.020216133728648555,-0.007312018762722364,59.1833,1910.0,0.006295684527122569,59.210105999999996,1.0023394400684427,1.002510569105691,1.0021973868912644
96,1940000,1940,0.99806544,0.030223901,7.5933003,1.4970915,10.395636,9.0903919,-2.8023361,-133820.73,59.187709,59.187709,59.187709,0.09010965,-0.0059208239,0.0064828756,0.018154498,0.029390646,0.056870515,15668.733,16637.933,0.005915039972182033,1675200.0,154047,2163510.0,40181.5,184819,185103,1318.22,-533.786,1337.32,-1607.47,1474.06,1933.21,338866,1715381.5,18845.4,18547.8,18629.1,-16350.9,-21336.2,-18519.5,0.011038587485618204,-0.012339145057084704,0.00048499867244888287,-0.0012799805292503762,0.004160872643596779,0.014472652447119212,59.1877,1930.0,0.006300443221384391,59.21038599999999,0.9996931881877452,1.0019317073170733,0.9978350070186806
97,1960000,1960,1.0023898,0.057250349000000006,7.5888900999999995,1.503578,10.391898,9.092468199999999,-2.8030075,-134298.06,59.184521999999994,59.184521999999994,59.184521999999994,0.064212505,0.024935715,0.08260282599999999,0.038386937,0.030164417000000002,0.0031046607,15833.306999999999,16479.565,0.005860875834279763,1674950.0,154303,2163600.0,40435.5,185022,185284,1558.71,918.2639999999999,-136.284,-2931.02,3935.41,-6063.33,339325,1715385.5,18809.6,18445.7,18629.9,-16383.9,-20955.7,-18880.5,0.010734135764226918,-0.011107177626338614,-0.0011089476944862312,-0.006072705549163643,0.021478334365873087,-0.027434348172404636,59.1872,1950.0,0.006246279083482121,59.20719899999999,1.0010472903206773,1.0035967479674797,0.9989310009718173
98,1980000,1980,0.99634752,0.0018451779999999998,7.5891511,1.4945146999999999,10.390367,9.0836658,-2.8012162,-132317.02,59.197704,59.197704,59.197704,-0.009868968,-0.030999992,0.046404494000000004,0.087980556,0.10928975,-0.044317406,15998.659,16321.864,0.006084908361994612,1675060.0,153060,2163320.0,40087.3,184523,184780,-1038.11,-3227.4,1791.11,-11448.7,-8659.18,-9594.83,337583,1715147.3,18165.4,19141.1,18548.9,-19136.6,-20213.9,-16200.1,-0.004297725462430291,-0.004747322771926732,0.010393840162846274,-0.05525626161607222,-0.05260014160545181,-0.03453279051243473,59.1893,1970.0,0.00647031161119697,59.220380999999996,0.99590819246541,0.9955121951219512,0.9962369074613973
99,2000000,2000,1.0012931,-0.016441266,7.590892,1.501933,10.394089,9.092825099999999,-2.8031968,-134391.45,59.185226,59.185226,59.185226,-0.0078420165,-0.093560981,0.052079201,-0.11647178,-0.029450142000000002,0.081184374,16162.436000000002,16162.436000000002,0.005872840551281167,1674710.0,153886,2163170.0,40802.3,185403,185660,1180.03,-1585.36,-2589.21,1205.63,-581.827,-16712.5,339289,1715512.3,18983.0,19434.7,18590.7,-18042.4,-20360.0,-18800.7,0.004162315249137086,-0.004094610142490482,-0.0009292857775024338,0.010556951942649792,-0.00959017169661032,-0.08541335516417382,59.1902,1990.0,0.006258243800483525,59.207902999999995,1.00094108623182,1.0008845528455286,1.0009880142533203
100,2020000,2020,0.99786353,0.049810605,7.589703599999999,1.4967887,10.394291,9.086492300000002,-2.8045869,-132968.43,59.184986,59.184986,59.184986,0.051943141,-0.064166102,0.16165477,-0.0006124954200000001,-0.07484544,0.012538758,16325.875,16002.591,0.005868761670485303,1674380.0,153509,2163400.0,40358.5,185120,185296,-1310.52,2586.55,520.389,5960.22,-2884.12,-1556.19,338629,1714738.5,19089.8,19830.4,19167.1,-16792.7,-23574.3,-17450.1,0.010165058854765902,-0.01656739534472076,0.007598017523674661,0.020575714665014608,-0.0013167979467209475,-0.004583595893441897,59.1874,2010.0,0.006254164919687661,59.207663,0.9989940112694339,0.9984325203252032,0.9994601015009178
101,2040000,2040,0.99892556,0.055068365999999994,7.584685899999999,1.4983817,10.393015,9.0830676,-2.8083292,-132202.8,59.169866000000006,59.169866000000006,59.169866000000006,0.085613701,0.0054434034,0.074147993,-0.026852717999999998,-0.014763633,0.067563655,16490.143,15843.471000000001,0.00561179218034377,1674050.0,153044,2163280.0,40263.1,185249,185455,-229.05700000000002,-2897.73,-295.242,-3441.06,-6663.98,-7406.7,338293,1714313.1,19228.4,19753.3,20069.7,-18078.0,-22378.5,-18857.7,0.005090715992565721,-0.011616957252854238,0.005363306487299761,-0.016240892999380478,-0.042312195769537125,-0.03408240552261262,59.1815,2030.0,0.005997195429546128,59.192543,0.9980027731067646,0.9954081300813008,1.0001565705647337
102,2060000,2060,0.99815947,0.0014867493,7.590788400000001,1.4972326,10.395489999999999,9.088021000000001,-2.8047021,-133326.09,59.182814,59.182814,59.182814,0.01115907,-0.027526402000000002,0.02082758,-0.12972693,0.0025189317,0.044669945999999995,16652.218,15682.186000000002,0.005831847799282395,1674260.0,153840,2163180.0,40527.9,185061,185399,1936.43,-3693.26,-784.3530000000001,17177.0,-867.929,-19371.0,338901,1714787.9,19366.8,20163.2,19846.0,-17973.8,-22287.7,-18734.0,0.0061642623240994775,-0.009401274449066289,0.00492078945039384,0.08458018408708735,-0.020184038410478805,-0.08919087087352863,59.1796,2050.0,0.006217251048484753,59.205490999999995,0.9997964421630233,1.0005853658536585,0.9991415613864594
103,2080000,2080,0.99909768,0.061970505,7.5928959,1.4986399,10.395529,9.0915358,-2.8026332999999997,-134117.05,59.193532,59.193532,59.193532,0.09534831099999999,0.081360077,0.0092031258,-0.029972499,0.034083762000000004,0.045205569,16814.046000000002,15520.658000000001,0.006014003817492509,1674910.0,153777,2163440.0,40630.1,185187,185417,-1572.92,946.802,-808.301,-3808.23,-5267.54,-9190.18,338964,1715540.1,18712.6,19363.8,19222.9,-18044.3,-20969.0,-18328.2,0.002957341357642266,-0.007103283476413845,0.003959199929197277,-0.023812505531462958,-0.01912000177006815,-0.04424498185680149,59.1849,2070.0,0.006399407066694867,59.21620899999999,0.9999822993185238,1.0001756097560976,0.9998218334953028
104,2100000,2100,1.0014213,-0.081971617,7.5877652,1.5021254,10.392401,9.0898906,-2.8046356,-133752.85,59.192503,59.192503,59.192503,-0.064754336,-0.17351594,-0.0076445781,0.042443324000000004,-0.09316068400000001,-0.033626982,16977.023999999998,15360.165,0.005996515616080171,1674660.0,153877,2163290.0,40580.2,185017,185388,1879.53,935.428,1096.12,12431.3,20993.2,3623.91,338894,1715240.2,19465.1,19807.0,19255.8,-16455.7,-21773.6,-20224.0,0.013317107708646773,-0.008702540047791833,-0.004284449951323129,0.0633278608726436,0.0970379148597221,0.020886936897070538,59.1904,2090.0,0.006381918865282529,59.21518,0.9997757913679677,1.0008260162601625,0.9989040060468632
105,2120000,2120,1.002923,-0.06260620900000001,7.5925145999999994,1.5043779,10.394143,9.096892500000001,-2.8016287999999996,-135331.16,59.201174,59.201174,59.201174,-0.069995587,-0.094104505,-0.023718534,0.055992108,-0.00036025505,-0.05127767900000001,17140.356,15199.938,0.006143882180168645,1675130.0,154125,2163450.0,41034.8,185402,185697,1494.14,3065.86,-475.55199999999996,2058.16,9739.19,1694.4,339527,1716164.8,19556.5,19861.1,19831.1,-15988.0,-23258.3,-19799.7,0.015791220461987786,-0.015033188777767947,0.0001389503495884495,0.01571953270200903,0.056664527834321625,0.00539361005398708,59.192,2110.0,0.006529285429371002,59.223850999999996,1.0016432132637108,1.002439024390244,1.0009826152683294
106,2140000,2140,1.0010097,-0.05833329599999999,7.5903565,1.5015079,10.392605999999999,9.0918644,-2.8022496,-134188.19,59.18501,59.18501,59.18501,-0.067802436,-0.071886012,-0.035311441,-0.085423593,-0.04504381,-0.075298327,17303.787,15039.74,0.005869169558564829,1674630.0,154524,2163290.0,40479.2,184954,185236,-511.088,4614.67,2959.05,7786.56,8799.31,-15307.2,339478,1715109.2,18299.1,19723.9,18221.4,-15463.6,-21322.5,-19877.3,0.012547570581467379,-0.007074077351978045,-0.007327639614125134,0.03219520311531994,0.05935914682715284,-0.05464266749269848,59.1936,2130.0,0.006254572807767187,59.20768699999999,1.0014986576983214,1.0050341463414634,0.9985638699924415
107,2160000,2160,0.99963607,-0.00069169824,7.5919836,1.4994475,10.395205,9.0914311,-2.8032216,-134084.52,59.193153,59.193153,59.193153,-0.009822339499999999,0.08123165,-0.073484405,-0.023287885,-0.018600747,0.02699544,17466.421000000002,14878.803,0.0060075625849024,1674670.0,154311,2163490.0,40481.6,185000,185314,1836.29,-599.6519999999999,3444.31,9605.67,6814.24,-745.465,339311,1715151.6,19559.6,20819.6,19013.8,-17215.6,-21178.8,-20894.6,0.010372599345074786,-0.001589521196566071,-0.008322860430126557,0.0506326223559607,0.02750061067351093,0.0119428489246836,59.1978,2150.0,0.006392965834104758,59.21583,1.0010059887305662,1.003648780487805,0.9988122233020191
108,2180000,2180,1.0023469999999999,-0.034138551,7.593095900000001,1.5035139,10.394962,9.096609800000001,-2.8018662,-135263.56,59.2012,59.2012,59.2012,-0.024726237999999998,0.0081213495,-0.085810764,0.064254833,-0.047994664000000006,-0.064647305,17629.627,14718.312,0.006144324058921505,1675340.0,154489,2163630.0,40674.7,185148,185371,-2883.54,-3897.29,-2822.91,-9424.74,286.819,12245.6,339637,1716014.7,19245.7,20044.0,19055.9,-16503.6,-21406.2,-20368.6,0.012134259668997265,-0.006027967076732458,-0.0058089211434640105,-0.054466235950084076,-0.01597694928754757,0.04169700858483052,59.1982,2170.0,0.006529727308123863,59.223876999999995,1.0019677257574415,1.0048065040650407,0.9996112730806609
109,2200000,2200,0.99904467,0.018631299,7.5919313,1.4985604,10.394333,9.0904916,-2.8024019,-133881.02,59.198620999999996,59.198620999999996,59.198620999999996,0.048077443,-0.0066233303,0.014439783000000001,0.018131611000000002,-0.047781475,0.042658385,17793.709,14558.489,0.006100493085702173,1674860.0,153620,2163370.0,40650.3,185148,185395,247.238,-1782.17,-3185.64,-9152.51,1.3795899999999999,-10398.5,338768,1715510.3,19248.3,19949.3,19446.5,-17521.5,-20805.0,-20139.9,0.007641384193291439,-0.003786618284803968,-0.0030684131339056616,-0.039407345782812644,-0.0078803009558368,-0.060112133817151955,59.1958,2190.0,0.006485896334904531,59.22129799999999,0.9994040770569668,0.9991544715447154,0.9996112730806609
110,2220000,2220,1.0018824,0.016820966,7.588301400000001,1.5028169,10.389204,9.0911183,-2.8009021,-134017.4,59.205606,59.205606,59.205606,0.026419831,0.062971704,-0.038928637,-0.042631605,-0.026427142999999997,-0.12924989,17957.418999999998,14398.291000000001,0.006219205512199591,1675330.0,153890,2163310.0,40204.0,184999,185228,-265.518,-882.2719999999999,1713.42,3486.55,7976.15,3717.41,338889,1715534.0,19504.0,20183.8,19143.9,-17108.3,-21121.7,-20869.9,0.01060138065315515,-0.004150367289140638,-0.007637844056996195,0.014253615364191521,0.031391618727321,0.024032347995397822,59.1928,2210.0,0.006604608761401949,59.228283,0.9997610408000708,1.000910569105691,0.9988068243170284
111,2240000,2240,0.99970576,-0.051740377000000004,7.5909661999999996,1.499552,10.392577000000001,9.090518199999998,-2.8016107000000003,-133874.16,59.200342000000006,59.200342000000006,59.200342000000006,-0.11601365,-0.16731207,0.12810459,0.069292626,-0.017377458000000002,-0.078594688,18121.578,14238.383,0.0061297420600762735,1675090.0,153857,2163390.0,40422.0,184879,185182,2548.84,-2205.95,-1881.59,-12695.6,-3415.14,852.216,338736,1715512.0,18833.7,20234.8,19018.9,-17192.5,-21069.5,-19953.1,0.007262589609699977,-0.0036936897070537246,-0.0041339941587751,-0.04490114169395522,-0.024874280909815027,-0.004555155323479953,59.1899,2230.0,0.006515145309278631,59.223019,0.9993096734224267,1.0006959349593496,0.9981589461181298
112,2260000,2260,1.00304,-0.017138155,7.5958782000000005,1.5045533000000002,10.394259,9.100431500000001,-2.7983807,-136106.16,59.201057999999996,59.201057999999996,59.201057999999996,0.07576391,-0.1226365,-0.0045418712,-0.0037313331,-0.033862521,0.041081916,18284.808999999997,14077.685,0.006141910721117199,1675820.0,154619,2163540.0,40936.3,185135,185510,-669.563,505.273,1770.67,-5881.08,-1548.24,-15610.1,339754,1716756.3,18359.8,20130.3,19152.5,-17011.9,-21487.8,-19016.4,0.0059646871404548975,-0.0060071687759978756,0.0006022656872289519,-0.028987711301885124,-0.004615306664306576,-0.06124183556066909,59.1957,2250.0,0.006527313970319557,59.22373499999999,1.0023128890462283,1.005652032520325,0.9995410862757801
